Region,Date,Cases
GORONTALO,Nov-22,35
JAMBI,Nov-22,146
JAWA BARAT,Nov-22,"1,766"
JAWA TENGAH,Nov-22,870
JAWA TIMUR,Nov-22,795
KALIMANTAN BARAT,Nov-22,90
KALIMANTAN SELATA,Nov-22,159
KALIMANTAN TENGAH,Nov-22,93
KALIMANTAN TIMUR,Nov-22,451
KALIMANTAN UTARA,Nov-22,103
KEPULAUAN RIAU,Nov-22,118
LAMPUNG,Nov-22,278
MALUKU,Nov-22,12
MALUKU UTARA,Nov-22,36
NUSA TENGGARA BARAT,Nov-22,284
NUSA TENGGARA TIMUR,Nov-22,215
PAPUA,Nov-22,33
PAPUA BARAT,Nov-22,7
RIAU,Nov-22,191
SULAWESI BARAT,Nov-22,56
SULAWESI SELATA,Nov-22,190
SULAWESI TENGAH,Nov-22,80
SULAWESI TENGGARA,Nov-22,66
SULAWESI UTARA,Nov-22,176
SUMATERA BARAT,Nov-22,345
SUMATERA SELATA,Nov-22,191
SUMATERA UTARA,Nov-22,715
ACEH,Oct-22,265
BABEL,Oct-22,113
BALI,Oct-22,320
BANTEN,Oct-22,425
BENGKULU,Oct-22,95
D.I YOGYA,Oct-22,120
DKI JAKARTA,Oct-22,358
GORONTALO,Oct-22,55
JAMBI,Oct-22,180
JAWA BARAT,Oct-22,"1,934"
JAWA TENGAH,Oct-22,869
JAWA TIMUR,Oct-22,682
KALIMANTAN BARAT,Oct-22,147
KALIMANTAN SELATA,Oct-22,151
KALIMANTAN TENGAH,Oct-22,96
KALIMANTAN TIMUR,Oct-22,650
KALIMANTAN UTARA,Oct-22,150
KEPULAUAN RIAU,Oct-22,183
LAMPUNG,Oct-22,304
MALUKU,Oct-22,0
MALUKU UTARA,Oct-22,33
NUSA TENGGARA BARAT,Oct-22,233
NUSA TENGGARA TIMUR,Oct-22,338
PAPUA,Oct-22,61
PAPUA BARAT,Oct-22,18
RIAU,Oct-22,239
SULAWESI BARAT,Oct-22,100
SULAWESI SELATA,Oct-22,181
SULAWESI TENGAH,Oct-22,163
SULAWESI TENGGARA,Oct-22,56
SULAWESI UTARA,Oct-22,166
SUMATERA BARAT,Oct-22,314
SUMATERA SELATA,Oct-22,239
SUMATERA UTARA,Oct-22,897
ACEH,Sep-22,256
BABEL,Sep-22,199
BALI,Sep-22,311
BANTEN,Sep-22,420
BENGKULU,Sep-22,103
D.I YOGYA,Sep-22,111
DKI JAKARTA,Sep-22,456
GORONTALO,Sep-22,78
JAMBI,Sep-22,156
JAWA BARAT,Sep-22,"2,383"
JAWA TENGAH,Sep-22,764
JAWA TIMUR,Sep-22,658
KALIMANTAN BARAT,Sep-22,140
KALIMANTAN SELATA,Sep-22,114
KALIMANTAN TENGAH,Sep-22,102
KALIMANTAN TIMUR,Sep-22,647
KALIMANTAN UTARA,Sep-22,117
KEPULAUAN RIAU,Sep-22,179
LAMPUNG,Sep-22,349
MALUKU,Sep-22,0
MALUKU UTARA,Sep-22,74
NUSA TENGGARA BARAT,Sep-22,188
NUSA TENGGARA TIMUR,Sep-22,270
PAPUA,Sep-22,70
PAPUA BARAT,Sep-22,43
RIAU,Sep-22,239
SULAWESI BARAT,Sep-22,107
SULAWESI SELATA,Sep-22,191
SULAWESI TENGAH,Sep-22,251
SULAWESI TENGGARA,Sep-22,85
SULAWESI UTARA,Sep-22,158
SUMATERA BARAT,Sep-22,472
SUMATERA SELATA,Sep-22,230
SUMATERA UTARA,Sep-22,"1,073"
ACEH,Aug-22,259
BABEL,Aug-22,210
BALI,Aug-22,341
BANTEN,Aug-22,459
BENGKULU,Aug-22,211
D.I YOGYA,Aug-22,165
DKI JAKARTA,Aug-22,640
GORONTALO,Aug-22,39
JAMBI,Aug-22,153
JAWA BARAT,Aug-22,"2,841"
JAWA TENGAH,Aug-22,902
JAWA TIMUR,Aug-22,799
KALIMANTAN BARAT,Aug-22,192
KALIMANTAN SELATA,Aug-22,116
KALIMANTAN TENGAH,Aug-22,60
KALIMANTAN TIMUR,Aug-22,619
KALIMANTAN UTARA,Aug-22,143
KEPULAUAN RIAU,Aug-22,237
LAMPUNG,Aug-22,399
MALUKU,Aug-22,1
MALUKU UTARA,Aug-22,101
NUSA TENGGARA BARAT,Aug-22,231
NUSA TENGGARA TIMUR,Aug-22,38
PAPUA,Aug-22,60
PAPUA BARAT,Aug-22,38
RIAU,Aug-22,221
SULAWESI BARAT,Aug-22,86
SULAWESI SELATA,Aug-22,287
SULAWESI TENGAH,Aug-22,217
SULAWESI TENGGARA,Aug-22,71
SULAWESI UTARA,Aug-22,227
SUMATERA BARAT,Aug-22,619
SUMATERA SELATA,Aug-22,245
SUMATERA UTARA,Aug-22,"1,121"
ACEH,Jul-22,172
BABEL,Jul-22,213
BALI,Jul-22,407
BANTEN,Jul-22,526
BENGKULU,Jul-22,211
D.I YOGYA,Jul-22,198
DKI JAKARTA,Jul-22,964
GORONTALO,Jul-22,26
JAMBI,Jul-22,141
JAWA BARAT,Jul-22,"3,105"
JAWA TENGAH,Jul-22,"1,220"
JAWA TIMUR,Jul-22,916
KALIMANTAN BARAT,Jul-22,147
KALIMANTAN SELATA,Jul-22,105
KALIMANTAN TENGAH,Jul-22,98
KALIMANTAN TIMUR,Jul-22,582
KALIMANTAN UTARA,Jul-22,95
KEPULAUAN RIAU,Jul-22,242
LAMPUNG,Jul-22,408
MALUKU,Jul-22,11
MALUKU UTARA,Jul-22,60
NUSA TENGGARA BARAT,Jul-22,248
NUSA TENGGARA TIMUR,Jul-22,16
PAPUA,Jul-22,80
PAPUA BARAT,Jul-22,30
RIAU,Jul-22,273
SULAWESI BARAT,Jul-22,71
SULAWESI SELATA,Jul-22,341
SULAWESI TENGAH,Jul-22,230
SULAWESI TENGGARA,Jul-22,78
SULAWESI UTARA,Jul-22,169
SUMATERA BARAT,Jul-22,553
SUMATERA SELATA,Jul-22,263
SUMATERA UTARA,Jul-22,919
ACEH,Jun-22,107
BABEL,Jun-22,198
BALI,Jun-22,628
BANTEN,Jun-22,508
BENGKULU,Jun-22,181
D.I YOGYA,Jun-22,188
DKI JAKARTA,Jun-22,872
GORONTALO,Jun-22,40
JAMBI,Jun-22,161
JAWA BARAT,Jun-22,"3,488"
JAWA TENGAH,Jun-22,848
JAWA TIMUR,Jun-22,"1,133"
KALIMANTAN BARAT,Jun-22,113
KALIMANTAN SELATA,Jun-22,69
KALIMANTAN TENGAH,Jun-22,119
KALIMANTAN TIMUR,Jun-22,430
KALIMANTAN UTARA,Jun-22,99
KEPULAUAN RIAU,Jun-22,237
LAMPUNG,Jun-22,415
MALUKU,Jun-22,7
MALUKU UTARA,Jun-22,53
NUSA TENGGARA BARAT,Jun-22,225
NUSA TENGGARA TIMUR,Jun-22,61
PAPUA,Jun-22,78
PAPUA BARAT,Jun-22,37
RIAU,Jun-22,201
SULAWESI BARAT,Jun-22,47
SULAWESI SELATA,Jun-22,346
SULAWESI TENGAH,Jun-22,187
SULAWESI TENGGARA,Jun-22,91
SULAWESI UTARA,Jun-22,159
SUMATERA BARAT,Jun-22,356
SUMATERA SELATA,Jun-22,268
SUMATERA UTARA,Jun-22,812
ACEH,May-22,114
BABEL,May-22,127
BALI,May-22,773
BANTEN,May-22,394
BENGKULU,May-22,126
D.I YOGYA,May-22,220
DKI JAKARTA,May-22,"1,055"
GORONTALO,May-22,27
JAMBI,May-22,92
JAWA BARAT,May-22,"3,710"
JAWA TENGAH,May-22,"1,134"
JAWA TIMUR,May-22,"1,101"
KALIMANTAN BARAT,May-22,132
KALIMANTAN SELATA,May-22,23
KALIMANTAN TENGAH,May-22,80
KALIMANTAN TIMUR,May-22,467
KALIMANTAN UTARA,May-22,100
KEPULAUAN RIAU,May-22,230
LAMPUNG,May-22,264
MALUKU,May-22,16
MALUKU UTARA,May-22,49
NUSA TENGGARA BARAT,May-22,195
NUSA TENGGARA TIMUR,May-22,87
PAPUA,May-22,29
PAPUA BARAT,May-22,27
RIAU,May-22,134
SULAWESI BARAT,May-22,32
SULAWESI SELATA,May-22,273
SULAWESI TENGAH,May-22,177
SULAWESI TENGGARA,May-22,69
SULAWESI UTARA,May-22,149
SUMATERA BARAT,May-22,240
SUMATERA SELATA,May-22,245
SUMATERA UTARA,May-22,579
ACEH,Apr-22,72
BABEL,Apr-22,118
BALI,Apr-22,575
BANTEN,Apr-22,425
BENGKULU,Apr-22,81
D.I YOGYA,Apr-22,163
DKI JAKARTA,Apr-22,954
GORONTALO,Apr-22,36
JAMBI,Apr-22,53
JAWA BARAT,Apr-22,"3,070"
JAWA TENGAH,Apr-22,"1,190"
JAWA TIMUR,Apr-22,987
KALIMANTAN BARAT,Apr-22,63
KALIMANTAN SELATA,Apr-22,19
KALIMANTAN TENGAH,Apr-22,47
KALIMANTAN TIMUR,Apr-22,388
KALIMANTAN UTARA,Apr-22,90
KEPULAUAN RIAU,Apr-22,178
LAMPUNG,Apr-22,215
MALUKU,Apr-22,24
MALUKU UTARA,Apr-22,33
NUSA TENGGARA BARAT,Apr-22,172
NUSA TENGGARA TIMUR,Apr-22,171
PAPUA,Apr-22,17
PAPUA BARAT,Apr-22,21
RIAU,Apr-22,140
SULAWESI BARAT,Apr-22,18
SULAWESI SELATA,Apr-22,191
SULAWESI TENGAH,Apr-22,107
SULAWESI TENGGARA,Apr-22,64
SULAWESI UTARA,Apr-22,113
SUMATERA BARAT,Apr-22,202
SUMATERA SELATA,Apr-22,178
SUMATERA UTARA,Apr-22,489
ACEH,Mar-22,59
BABEL,Mar-22,90
BALI,Mar-22,376
BANTEN,Mar-22,281
BENGKULU,Mar-22,49
D.I YOGYA,Mar-22,133
DKI JAKARTA,Mar-22,821
GORONTALO,Mar-22,45
JAMBI,Mar-22,32
JAWA BARAT,Mar-22,"3,168"
JAWA TENGAH,Mar-22,926
JAWA TIMUR,Mar-22,"1,017"
KALIMANTAN BARAT,Mar-22,51
KALIMANTAN SELATA,Mar-22,17
KALIMANTAN TENGAH,Mar-22,43
KALIMANTAN TIMUR,Mar-22,323
KALIMANTAN UTARA,Mar-22,110
KEPULAUAN RIAU,Mar-22,126
LAMPUNG,Mar-22,281
MALUKU,Mar-22,15
MALUKU UTARA,Mar-22,42
NUSA TENGGARA BARAT,Mar-22,218
NUSA TENGGARA TIMUR,Mar-22,284
PAPUA,Mar-22,16
PAPUA BARAT,Mar-22,8
RIAU,Mar-22,131
SULAWESI BARAT,Mar-22,22
SULAWESI SELATA,Mar-22,269
SULAWESI TENGAH,Mar-22,114
SULAWESI TENGGARA,Mar-22,84
SULAWESI UTARA,Mar-22,173
SUMATERA BARAT,Mar-22,157
SUMATERA SELATA,Mar-22,192
SUMATERA UTARA,Mar-22,409
ACEH,Feb-22,115
BABEL,Feb-22,168
BALI,Feb-22,311
BANTEN,Feb-22,351
BENGKULU,Feb-22,71
D.I YOGYA,Feb-22,157
DKI JAKARTA,Feb-22,455
GORONTALO,Feb-22,80
JAMBI,Feb-22,47
JAWA BARAT,Feb-22,"3,512"
JAWA TENGAH,Feb-22,924
JAWA TIMUR,Feb-22,"1,325"
KALIMANTAN BARAT,Feb-22,66
KALIMANTAN SELATA,Feb-22,29
KALIMANTAN TENGAH,Feb-22,40
KALIMANTAN TIMUR,Feb-22,380
KALIMANTAN UTARA,Feb-22,93
KEPULAUAN RIAU,Feb-22,184
LAMPUNG,Feb-22,587
MALUKU,Feb-22,2
MALUKU UTARA,Feb-22,38
NUSA TENGGARA BARAT,Feb-22,254
NUSA TENGGARA TIMUR,Feb-22,590
PAPUA,Feb-22,29
PAPUA BARAT,Feb-22,17
RIAU,Feb-22,187
SULAWESI BARAT,Feb-22,35
SULAWESI SELATA,Feb-22,413
SULAWESI TENGAH,Feb-22,143
SULAWESI TENGGARA,Feb-22,79
SULAWESI UTARA,Feb-22,232
SUMATERA BARAT,Feb-22,224
SUMATERA SELATA,Feb-22,237
SUMATERA UTARA,Feb-22,474
ACEH,Jan-22,100
BABEL,Jan-22,243
BALI,Jan-22,562
BANTEN,Jan-22,737
BENGKULU,Jan-22,110
D.I YOGYA,Jan-22,479
DKI JAKARTA,Jan-22,718
GORONTALO,Jan-22,98
JAMBI,Jan-22,131
JAWA BARAT,Jan-22,"5,940"
JAWA TENGAH,Jan-22,"1,880"
JAWA TIMUR,Jan-22,"2,912"
KALIMANTAN BARAT,Jan-22,173
KALIMANTAN SELATA,Jan-22,47
KALIMANTAN TENGAH,Jan-22,51
KALIMANTAN TIMUR,Jan-22,580
KALIMANTAN UTARA,Jan-22,132
KEPULAUAN RIAU,Jan-22,216
LAMPUNG,Jan-22,905
MALUKU,Jan-22,6
MALUKU UTARA,Jan-22,53
NUSA TENGGARA BARAT,Jan-22,559
NUSA TENGGARA TIMUR,Jan-22,941
PAPUA,Jan-22,35
PAPUA BARAT,Jan-22,39
RIAU,Jan-22,266
SULAWESI BARAT,Jan-22,56
SULAWESI SELATA,Jan-22,644
SULAWESI TENGAH,Jan-22,159
SULAWESI TENGGARA,Jan-22,106
SULAWESI UTARA,Jan-22,341
SUMATERA BARAT,Jan-22,325
SUMATERA SELATA,Jan-22,403
SUMATERA UTARA,Jan-22,539
ACEH,Dec-21,45
BABEL,Dec-21,188
BALI,Dec-21,201
BANTEN,Dec-21,481
BENGKULU,Dec-21,104
D.I YOGYA,Dec-21,319
DKI JAKARTA,Dec-21,470
GORONTALO,Dec-21,89
JAMBI,Dec-21,82
JAWA BARAT,Dec-21,"4,568"
JAWA TENGAH,Dec-21,"1,043"
JAWA TIMUR,Dec-21,"1,450"
KALIMANTAN BARAT,Dec-21,86
KALIMANTAN SELATA,Dec-21,25
KALIMANTAN TENGAH,Dec-21,37
KALIMANTAN TIMUR,Dec-21,404
KALIMANTAN UTARA,Dec-21,65
KEPULAUAN RIAU,Dec-21,271
LAMPUNG,Dec-21,794
MALUKU,Dec-21,3
MALUKU UTARA,Dec-21,36
NUSA TENGGARA BARAT,Dec-21,286
NUSA TENGGARA TIMUR,Dec-21,612
PAPUA,Dec-21,5
PAPUA BARAT,Dec-21,16
RIAU,Dec-21,192
SULAWESI BARAT,Dec-21,31
SULAWESI SELATA,Dec-21,428
SULAWESI TENGAH,Dec-21,117
SULAWESI TENGGARA,Dec-21,66
SULAWESI UTARA,Dec-21,207
SUMATERA BARAT,Dec-21,142
SUMATERA SELATA,Dec-21,244
SUMATERA UTARA,Dec-21,444
ACEH,Nov-21,57
BABEL,Nov-21,136
BALI,Nov-21,130
BANTEN,Nov-21,419
BENGKULU,Nov-21,83
D.I YOGYA,Nov-21,168
DKI JAKARTA,Nov-21,327
GORONTALO,Nov-21,54
JAMBI,Nov-21,33
JAWA BARAT,Nov-21,"3,242"
JAWA TENGAH,Nov-21,788
JAWA TIMUR,Nov-21,817
KALIMANTAN BARAT,Nov-21,140
KALIMANTAN SELATA,Nov-21,23
KALIMANTAN TENGAH,Nov-21,45
KALIMANTAN TIMUR,Nov-21,376
KALIMANTAN UTARA,Nov-21,38
KEPULAUAN RIAU,Nov-21,257
LAMPUNG,Nov-21,452
MALUKU,Nov-21,6
MALUKU UTARA,Nov-21,45
NUSA TENGGARA BARAT,Nov-21,110
NUSA TENGGARA TIMUR,Nov-21,374
PAPUA,Nov-21,4
PAPUA BARAT,Nov-21,20
RIAU,Nov-21,190
SULAWESI BARAT,Nov-21,50
SULAWESI SELATA,Nov-21,349
SULAWESI TENGAH,Nov-21,134
SULAWESI TENGGARA,Nov-21,70
SULAWESI UTARA,Nov-21,167
SUMATERA BARAT,Nov-21,118
SUMATERA SELATA,Nov-21,214
SUMATERA UTARA,Nov-21,463
ACEH,Oct-21,24
BABEL,Oct-21,111
BALI,Oct-21,73
BANTEN,Oct-21,249
BENGKULU,Oct-21,71
D.I YOGYA,Oct-21,83
DKI JAKARTA,Oct-21,260
GORONTALO,Oct-21,45
JAMBI,Oct-21,51
JAWA BARAT,Oct-21,"2,104"
JAWA TENGAH,Oct-21,338
JAWA TIMUR,Oct-21,365
KALIMANTAN BARAT,Oct-21,184
KALIMANTAN SELATA,Oct-21,18
KALIMANTAN TENGAH,Oct-21,17
KALIMANTAN TIMUR,Oct-21,347
KALIMANTAN UTARA,Oct-21,26
KEPULAUAN RIAU,Oct-21,218
LAMPUNG,Oct-21,161
MALUKU,Oct-21,2
MALUKU UTARA,Oct-21,45
NUSA TENGGARA BARAT,Oct-21,61
NUSA TENGGARA TIMUR,Oct-21,120
PAPUA,Oct-21,8
PAPUA BARAT,Oct-21,11
RIAU,Oct-21,67
SULAWESI BARAT,Oct-21,24
SULAWESI SELATA,Oct-21,203
SULAWESI TENGAH,Oct-21,99
SULAWESI TENGGARA,Oct-21,54
SULAWESI UTARA,Oct-21,104
SUMATERA BARAT,Oct-21,61
SUMATERA SELATA,Oct-21,137
SUMATERA UTARA,Oct-21,351
ACEH,Sep-21,24
BABEL,Sep-21,75
BALI,Sep-21,55
BANTEN,Sep-21,153
BENGKULU,Sep-21,42
D.I YOGYA,Sep-21,56
DKI JAKARTA,Sep-21,254
GORONTALO,Sep-21,7
JAMBI,Sep-21,23
JAWA BARAT,Sep-21,"1,600"
JAWA TENGAH,Sep-21,221
JAWA TIMUR,Sep-21,205
KALIMANTAN BARAT,Sep-21,72
KALIMANTAN SELATA,Sep-21,3
KALIMANTAN TENGAH,Sep-21,12
KALIMANTAN TIMUR,Sep-21,216
KALIMANTAN UTARA,Sep-21,8
KEPULAUAN RIAU,Sep-21,133
LAMPUNG,Sep-21,80
MALUKU,Sep-21,1
MALUKU UTARA,Sep-21,16
NUSA TENGGARA BARAT,Sep-21,56
NUSA TENGGARA TIMUR,Sep-21,45
PAPUA,Sep-21,9
PAPUA BARAT,Sep-21,6
RIAU,Sep-21,52
SULAWESI BARAT,Sep-21,10
SULAWESI SELATA,Sep-21,209
SULAWESI TENGAH,Sep-21,39
SULAWESI TENGGARA,Sep-21,38
SULAWESI UTARA,Sep-21,46
SUMATERA BARAT,Sep-21,41
SUMATERA SELATA,Sep-21,51
SUMATERA UTARA,Sep-21,199
ACEH,Aug-21,21
BABEL,Aug-21,45
BALI,Aug-21,57
BANTEN,Aug-21,114
BENGKULU,Aug-21,33
D.I YOGYA,Aug-21,29
DKI JAKARTA,Aug-21,256
GORONTALO,Aug-21,13
JAMBI,Aug-21,15
JAWA BARAT,Aug-21,"1,506"
JAWA TENGAH,Aug-21,175
JAWA TIMUR,Aug-21,133
KALIMANTAN BARAT,Aug-21,38
KALIMANTAN SELATA,Aug-21,5
KALIMANTAN TENGAH,Aug-21,4
KALIMANTAN TIMUR,Aug-21,163
KALIMANTAN UTARA,Aug-21,8
KEPULAUAN RIAU,Aug-21,104
LAMPUNG,Aug-21,47
MALUKU,Aug-21,2
MALUKU UTARA,Aug-21,6
NUSA TENGGARA BARAT,Aug-21,43
NUSA TENGGARA TIMUR,Aug-21,33
PAPUA,Aug-21,5
PAPUA BARAT,Aug-21,5
RIAU,Aug-21,42
SULAWESI BARAT,Aug-21,19
SULAWESI SELATA,Aug-21,164
SULAWESI TENGAH,Aug-21,44
SULAWESI TENGGARA,Aug-21,38
SULAWESI UTARA,Aug-21,52
SUMATERA BARAT,Aug-21,27
SUMATERA SELATA,Aug-21,33
SUMATERA UTARA,Aug-21,135
ACEH,Jul-21,25
BABEL,Jul-21,46
BALI,Jul-21,91
BANTEN,Jul-21,82
BENGKULU,Jul-21,35
D.I YOGYA,Jul-21,22
DKI JAKARTA,Jul-21,181
GORONTALO,Jul-21,28
JAMBI,Jul-21,16
JAWA BARAT,Jul-21,"1,395"
JAWA TENGAH,Jul-21,127
JAWA TIMUR,Jul-21,120
KALIMANTAN BARAT,Jul-21,25
KALIMANTAN SELATA,Jul-21,8
KALIMANTAN TENGAH,Jul-21,4
KALIMANTAN TIMUR,Jul-21,170
KALIMANTAN UTARA,Jul-21,4
KEPULAUAN RIAU,Jul-21,141
LAMPUNG,Jul-21,44
MALUKU,Jul-21,8
MALUKU UTARA,Jul-21,3
NUSA TENGGARA BARAT,Jul-21,85
NUSA TENGGARA TIMUR,Jul-21,43
PAPUA,Jul-21,7
PAPUA BARAT,Jul-21,4
RIAU,Jul-21,57
SULAWESI BARAT,Jul-21,19
SULAWESI SELATA,Jul-21,273
SULAWESI TENGAH,Jul-21,23
SULAWESI TENGGARA,Jul-21,34
SULAWESI UTARA,Jul-21,75
SUMATERA BARAT,Jul-21,29
SUMATERA SELATA,Jul-21,20
SUMATERA UTARA,Jul-21,178
ACEH,Jun-21,26
BABEL,Jun-21,60
BALI,Jun-21,224
BANTEN,Jun-21,88
BENGKULU,Jun-21,55
D.I YOGYA,Jun-21,45
DKI JAKARTA,Jun-21,260
GORONTALO,Jun-21,47
JAMBI,Jun-21,19
JAWA BARAT,Jun-21,"1,858"
JAWA TENGAH,Jun-21,196
JAWA TIMUR,Jun-21,414
KALIMANTAN BARAT,Jun-21,22
KALIMANTAN SELATA,Jun-21,12
KALIMANTAN TENGAH,Jun-21,3
KALIMANTAN TIMUR,Jun-21,291
KALIMANTAN UTARA,Jun-21,3
KEPULAUAN RIAU,Jun-21,171
LAMPUNG,Jun-21,85
MALUKU,Jun-21,53
MALUKU UTARA,Jun-21,11
NUSA TENGGARA BARAT,Jun-21,130
NUSA TENGGARA TIMUR,Jun-21,61
PAPUA,Jun-21,6
PAPUA BARAT,Jun-21,8
RIAU,Jun-21,79
SULAWESI BARAT,Jun-21,87
SULAWESI SELATA,Jun-21,553
SULAWESI TENGAH,Jun-21,46
SULAWESI TENGGARA,Jun-21,54
SULAWESI UTARA,Jun-21,110
SUMATERA BARAT,Jun-21,64
SUMATERA SELATA,Jun-21,55
SUMATERA UTARA,Jun-21,248
ACEH,May-21,25
BABEL,May-21,38
BALI,May-21,376
BANTEN,May-21,145
BENGKULU,May-21,59
D.I YOGYA,May-21,80
DKI JAKARTA,May-21,450
GORONTALO,May-21,33
JAMBI,May-21,13
JAWA BARAT,May-21,"2,467"
JAWA TENGAH,May-21,411
JAWA TIMUR,May-21,525
KALIMANTAN BARAT,May-21,27
KALIMANTAN SELATA,May-21,3
KALIMANTAN TENGAH,May-21,6
KALIMANTAN TIMUR,May-21,243
KALIMANTAN UTARA,May-21,4
KEPULAUAN RIAU,May-21,122
LAMPUNG,May-21,100
MALUKU,May-21,32
MALUKU UTARA,May-21,24
NUSA TENGGARA BARAT,May-21,223
NUSA TENGGARA TIMUR,May-21,106
PAPUA,May-21,7
PAPUA BARAT,May-21,28
RIAU,May-21,68
SULAWESI BARAT,May-21,43
SULAWESI SELATA,May-21,453
SULAWESI TENGAH,May-21,60
SULAWESI TENGGARA,May-21,76
SULAWESI UTARA,May-21,85
SUMATERA BARAT,May-21,42
SUMATERA SELATA,May-21,77
SUMATERA UTARA,May-21,226
ACEH,Apr-21,39
BABEL,Apr-21,16
BALI,Apr-21,377
BANTEN,Apr-21,152
BENGKULU,Apr-21,28
D.I YOGYA,Apr-21,97
DKI JAKARTA,Apr-21,307
GORONTALO,Apr-21,59
JAMBI,Apr-21,26
JAWA BARAT,Apr-21,"2,085"
JAWA TENGAH,Apr-21,370
JAWA TIMUR,Apr-21,681
KALIMANTAN BARAT,Apr-21,27
KALIMANTAN SELATA,Apr-21,17
KALIMANTAN TENGAH,Apr-21,15
KALIMANTAN TIMUR,Apr-21,190
KALIMANTAN UTARA,Apr-21,3
KEPULAUAN RIAU,Apr-21,90
LAMPUNG,Apr-21,123
MALUKU,Apr-21,21
MALUKU UTARA,Apr-21,25
NUSA TENGGARA BARAT,Apr-21,321
NUSA TENGGARA TIMUR,Apr-21,160
PAPUA,Apr-21,8
PAPUA BARAT,Apr-21,27
RIAU,Apr-21,91
SULAWESI BARAT,Apr-21,26
SULAWESI SELATA,Apr-21,319
SULAWESI TENGAH,Apr-21,36
SULAWESI TENGGARA,Apr-21,82
SULAWESI UTARA,Apr-21,103
SUMATERA BARAT,Apr-21,44
SUMATERA SELATA,Apr-21,67
SUMATERA UTARA,Apr-21,179
ACEH,Mar-21,32
BABEL,Mar-21,28
BALI,Mar-21,394
BANTEN,Mar-21,115
BENGKULU,Mar-21,30
D.I YOGYA,Mar-21,93
DKI JAKARTA,Mar-21,186
GORONTALO,Mar-21,72
JAMBI,Mar-21,24
JAWA BARAT,Mar-21,"1,319"
JAWA TENGAH,Mar-21,355
JAWA TIMUR,Mar-21,738
KALIMANTAN BARAT,Mar-21,20
KALIMANTAN SELATA,Mar-21,11
KALIMANTAN TENGAH,Mar-21,9
KALIMANTAN TIMUR,Mar-21,206
KALIMANTAN UTARA,Mar-21,5
KEPULAUAN RIAU,Mar-21,122
LAMPUNG,Mar-21,126
MALUKU,Mar-21,27
MALUKU UTARA,Mar-21,60
NUSA TENGGARA BARAT,Mar-21,444
NUSA TENGGARA TIMUR,Mar-21,323
PAPUA,Mar-21,13
PAPUA BARAT,Mar-21,11
RIAU,Mar-21,74
SULAWESI BARAT,Mar-21,14
SULAWESI SELATA,Mar-21,318
SULAWESI TENGAH,Mar-21,22
SULAWESI TENGGARA,Mar-21,99
SULAWESI UTARA,Mar-21,119
SUMATERA BARAT,Mar-21,28
SUMATERA SELATA,Mar-21,98
SUMATERA UTARA,Mar-21,177
ACEH,Feb-21,24
BABEL,Feb-21,58
BALI,Feb-21,331
BANTEN,Feb-21,66
BENGKULU,Feb-21,45
D.I YOGYA,Feb-21,91
DKI JAKARTA,Feb-21,76
GORONTALO,Feb-21,49
JAMBI,Feb-21,28
JAWA BARAT,Feb-21,902
JAWA TENGAH,Feb-21,220
JAWA TIMUR,Feb-21,638
KALIMANTAN BARAT,Feb-21,12
KALIMANTAN SELATA,Feb-21,25
KALIMANTAN TENGAH,Feb-21,17
KALIMANTAN TIMUR,Feb-21,147
KALIMANTAN UTARA,Feb-21,4
KEPULAUAN RIAU,Feb-21,140
LAMPUNG,Feb-21,146
MALUKU,Feb-21,9
MALUKU UTARA,Feb-21,21
NUSA TENGGARA BARAT,Feb-21,456
NUSA TENGGARA TIMUR,Feb-21,280
PAPUA,Feb-21,12
PAPUA BARAT,Feb-21,7
RIAU,Feb-21,61
SULAWESI BARAT,Feb-21,8
SULAWESI SELATA,Feb-21,191
SULAWESI TENGAH,Feb-21,24
SULAWESI TENGGARA,Feb-21,49
SULAWESI UTARA,Feb-21,76
SUMATERA BARAT,Feb-21,30
SUMATERA SELATA,Feb-21,58
SUMATERA UTARA,Feb-21,171
ACEH,Jan-21,24
BABEL,Jan-21,63
BALI,Jan-21,364
BANTEN,Jan-21,72
BENGKULU,Jan-21,43
D.I YOGYA,Jan-21,103
DKI JAKARTA,Jan-21,65
GORONTALO,Jan-21,61
JAMBI,Jan-21,27
JAWA BARAT,Jan-21,913
JAWA TENGAH,Jan-21,224
JAWA TIMUR,Jan-21,674
KALIMANTAN BARAT,Jan-21,11
KALIMANTAN SELATA,Jan-21,26
KALIMANTAN TENGAH,Jan-21,20
KALIMANTAN TIMUR,Jan-21,145
KALIMANTAN UTARA,Jan-21,4
KEPULAUAN RIAU,Jan-21,156
LAMPUNG,Jan-21,113
MALUKU,Jan-21,5
MALUKU UTARA,Jan-21,26
NUSA TENGGARA BARAT,Jan-21,482
NUSA TENGGARA TIMUR,Jan-21,381
PAPUA,Jan-21,14
PAPUA BARAT,Jan-21,4
RIAU,Jan-21,65
SULAWESI BARAT,Jan-21,8
SULAWESI SELATA,Jan-21,125
SULAWESI TENGAH,Jan-21,27
SULAWESI TENGGARA,Jan-21,14
SULAWESI UTARA,Jan-21,52
SUMATERA BARAT,Jan-21,28
SUMATERA SELATA,Jan-21,81
SUMATERA UTARA,Jan-21,147
ACEH,Dec-20,20
BABEL,Dec-20,44
BALI,Dec-20,225
BANTEN,Dec-20,60
BENGKULU,Dec-20,35
D.I YOGYA,Dec-20,97
DKI JAKARTA,Dec-20,77
GORONTALO,Dec-20,9
