Region,Date,Cases
KALIMANTAN BARAT,Apr-09,186
KALIMANTAN SELATA,Apr-09,52
KALIMANTAN TENGAH,Apr-09,54
KALIMANTAN TIMUR,Apr-09,376
KEPULAUAN RIAU,Apr-09,90
LAMPUNG,Apr-09,111
MALUKU,Apr-09,0
MALUKU UTARA,Apr-09,26
NUSA TENGGARA BARAT,Apr-09,48
NUSA TENGGARA TIMUR,Apr-09,56
PAPUA,Apr-09,45
PAPUA BARAT,Apr-09,0
RIAU,Apr-09,65
SULAWESI BARAT,Apr-09,12
SULAWESI SELATA,Apr-09,320
SULAWESI TENGAH,Apr-09,92
SULAWESI TENGGARA,Apr-09,65
SULAWESI UTARA,Apr-09,141
SUMATERA BARAT,Apr-09,231
SUMATERA SELATA,Apr-09,170
SUMATERA UTARA,Apr-09,176
,,
ACEH,Mar-09,190
BABEL,Mar-09,16
BALI,Mar-09,587
BANTEN,Mar-09,533
BENGKULU,Mar-09,27
D.I YOGYA,Mar-09,179
DKI JAKARTA,Mar-09,"4,175"
GORONTALO,Mar-09,9
JAMBI,Mar-09,41
JAWA BARAT,Mar-09,"4,692"
JAWA TENGAH,Mar-09,"2,219"
JAWA TIMUR,Mar-09,"1,904"
KALIMANTAN BARAT,Mar-09,157
KALIMANTAN SELATA,Mar-09,69
KALIMANTAN TENGAH,Mar-09,42
KALIMANTAN TIMUR,Mar-09,342
KEPULAUAN RIAU,Mar-09,73
LAMPUNG,Mar-09,161
MALUKU,Mar-09,0
MALUKU UTARA,Mar-09,22
NUSA TENGGARA BARAT,Mar-09,77
NUSA TENGGARA TIMUR,Mar-09,51
PAPUA,Mar-09,29
PAPUA BARAT,Mar-09,27
RIAU,Mar-09,95
SULAWESI BARAT,Mar-09,13
SULAWESI SELATA,Mar-09,403
SULAWESI TENGAH,Mar-09,118
SULAWESI TENGGARA,Mar-09,75
SULAWESI UTARA,Mar-09,167
SUMATERA BARAT,Mar-09,203
SUMATERA SELATA,Mar-09,202
SUMATERA UTARA,Mar-09,248
,,
ACEH,Feb-09,255
BABEL,Feb-09,19
BALI,Feb-09,456
BANTEN,Feb-09,600
BENGKULU,Feb-09,51
D.I YOGYA,Feb-09,216
DKI JAKARTA,Feb-09,"3,084"
GORONTALO,Feb-09,17
JAMBI,Feb-09,27
JAWA BARAT,Feb-09,"4,686"
JAWA TENGAH,Feb-09,"1,957"
JAWA TIMUR,Feb-09,"1,987"
KALIMANTAN BARAT,Feb-09,148
KALIMANTAN SELATA,Feb-09,63
KALIMANTAN TENGAH,Feb-09,63
KALIMANTAN TIMUR,Feb-09,364
KEPULAUAN RIAU,Feb-09,74
LAMPUNG,Feb-09,368
MALUKU,Feb-09,0
MALUKU UTARA,Feb-09,32
NUSA TENGGARA BARAT,Feb-09,66
NUSA TENGGARA TIMUR,Feb-09,42
PAPUA,Feb-09,22
PAPUA BARAT,Feb-09,31
RIAU,Feb-09,176
SULAWESI BARAT,Feb-09,34
SULAWESI SELATA,Feb-09,532
SULAWESI TENGAH,Feb-09,73
SULAWESI TENGGARA,Feb-09,50
SULAWESI UTARA,Feb-09,169
SUMATERA BARAT,Feb-09,267
SUMATERA SELATA,Feb-09,287
SUMATERA UTARA,Feb-09,329
,,
ACEH,Jan-09,284
BABEL,Jan-09,24
BALI,Jan-09,400
BANTEN,Jan-09,492
BENGKULU,Jan-09,48
D.I YOGYA,Jan-09,294
DKI JAKARTA,Jan-09,"3,129"
GORONTALO,Jan-09,5
JAMBI,Jan-09,39
JAWA BARAT,Jan-09,"5,251"
JAWA TENGAH,Jan-09,"2,316"
JAWA TIMUR,Jan-09,"2,486"
KALIMANTAN BARAT,Jan-09,169
KALIMANTAN SELATA,Jan-09,134
KALIMANTAN TENGAH,Jan-09,57
KALIMANTAN TIMUR,Jan-09,357
KEPULAUAN RIAU,Jan-09,209
LAMPUNG,Jan-09,750
MALUKU,Jan-09,0
MALUKU UTARA,Jan-09,36
NUSA TENGGARA BARAT,Jan-09,108
NUSA TENGGARA TIMUR,Jan-09,43
PAPUA,Jan-09,38
PAPUA BARAT,Jan-09,30
RIAU,Jan-09,110
SULAWESI BARAT,Jan-09,20
SULAWESI SELATA,Jan-09,530
SULAWESI TENGAH,Jan-09,99
SULAWESI TENGGARA,Jan-09,60
SULAWESI UTARA,Jan-09,108
SUMATERA BARAT,Jan-09,208
SUMATERA SELATA,Jan-09,311
SUMATERA UTARA,Jan-09,387
,,
ACEH,Dec-08,280
BABEL,Dec-08,0
BALI,Dec-08,262
BANTEN,Dec-08,416
BENGKULU,Dec-08,14
D.I YOGYA,Dec-08,125
DKI JAKARTA,Dec-08,"1,777"
GORONTALO,Dec-08,3
JAMBI,Dec-08,28
JAWA BARAT,Dec-08,"1,904"
JAWA TENGAH,Dec-08,"1,497"
JAWA TIMUR,Dec-08,"1,284"
KALIMANTAN BARAT,Dec-08,152
KALIMANTAN SELATA,Dec-08,21
KALIMANTAN TENGAH,Dec-08,24
KALIMANTAN TIMUR,Dec-08,345
KEPULAUAN RIAU,Dec-08,117
LAMPUNG,Dec-08,884
MALUKU,Dec-08,0
MALUKU UTARA,Dec-08,13
NUSA TENGGARA BARAT,Dec-08,66
NUSA TENGGARA TIMUR,Dec-08,4
PAPUA,Dec-08,22
PAPUA BARAT,Dec-08,0
RIAU,Dec-08,56
SULAWESI BARAT,Dec-08,4
SULAWESI SELATA,Dec-08,274
SULAWESI TENGAH,Dec-08,77
SULAWESI TENGGARA,Dec-08,51
SULAWESI UTARA,Dec-08,72
SUMATERA BARAT,Dec-08,158
SUMATERA SELATA,Dec-08,354
SUMATERA UTARA,Dec-08,514
,,
ACEH,Nov-08,453
BABEL,Nov-08,8
BALI,Nov-08,161
BANTEN,Nov-08,255
BENGKULU,Nov-08,55
D.I YOGYA,Nov-08,81
DKI JAKARTA,Nov-08,"1,051"
GORONTALO,Nov-08,5
JAMBI,Nov-08,45
JAWA BARAT,Nov-08,"1,907"
JAWA TENGAH,Nov-08,"1,037"
JAWA TIMUR,Nov-08,919
KALIMANTAN BARAT,Nov-08,215
KALIMANTAN SELATA,Nov-08,47
KALIMANTAN TENGAH,Nov-08,55
KALIMANTAN TIMUR,Nov-08,403
KEPULAUAN RIAU,Nov-08,286
LAMPUNG,Nov-08,458
MALUKU,Nov-08,0
MALUKU UTARA,Nov-08,20
NUSA TENGGARA BARAT,Nov-08,38
NUSA TENGGARA TIMUR,Nov-08,3
PAPUA,Nov-08,15
PAPUA BARAT,Nov-08,7
RIAU,Nov-08,58
SULAWESI BARAT,Nov-08,2
SULAWESI SELATA,Nov-08,231
SULAWESI TENGAH,Nov-08,102
SULAWESI TENGGARA,Nov-08,9
SULAWESI UTARA,Nov-08,59
SUMATERA BARAT,Nov-08,183
SUMATERA SELATA,Nov-08,272
SUMATERA UTARA,Nov-08,401
,,
ACEH,Oct-08,274
BABEL,Oct-08,3
BALI,Oct-08,115
BANTEN,Oct-08,299
BENGKULU,Oct-08,18
D.I YOGYA,Oct-08,50
DKI JAKARTA,Oct-08,956
GORONTALO,Oct-08,2
JAMBI,Oct-08,29
JAWA BARAT,Oct-08,"1,381"
JAWA TENGAH,Oct-08,730
JAWA TIMUR,Oct-08,533
KALIMANTAN BARAT,Oct-08,215
KALIMANTAN SELATA,Oct-08,48
KALIMANTAN TENGAH,Oct-08,46
KALIMANTAN TIMUR,Oct-08,335
KEPULAUAN RIAU,Oct-08,242
LAMPUNG,Oct-08,251
MALUKU,Oct-08,0
MALUKU UTARA,Oct-08,12
NUSA TENGGARA BARAT,Oct-08,13
NUSA TENGGARA TIMUR,Oct-08,0
PAPUA,Oct-08,6
PAPUA BARAT,Oct-08,91
RIAU,Oct-08,78
SULAWESI BARAT,Oct-08,0
SULAWESI SELATA,Oct-08,160
SULAWESI TENGAH,Oct-08,137
SULAWESI TENGGARA,Oct-08,11
SULAWESI UTARA,Oct-08,60
SUMATERA BARAT,Oct-08,125
SUMATERA SELATA,Oct-08,210
SUMATERA UTARA,Oct-08,412
,,
ACEH,Sep-08,179
BABEL,Sep-08,3
BALI,Sep-08,116
BANTEN,Sep-08,169
BENGKULU,Sep-08,10
D.I YOGYA,Sep-08,43
DKI JAKARTA,Sep-08,826
GORONTALO,Sep-08,0
JAMBI,Sep-08,13
JAWA BARAT,Sep-08,"1,130"
JAWA TENGAH,Sep-08,547
JAWA TIMUR,Sep-08,366
KALIMANTAN BARAT,Sep-08,122
KALIMANTAN SELATA,Sep-08,38
KALIMANTAN TENGAH,Sep-08,34
KALIMANTAN TIMUR,Sep-08,255
KEPULAUAN RIAU,Sep-08,172
LAMPUNG,Sep-08,71
MALUKU,Sep-08,0
MALUKU UTARA,Sep-08,13
NUSA TENGGARA BARAT,Sep-08,11
NUSA TENGGARA TIMUR,Sep-08,3
PAPUA,Sep-08,4
PAPUA BARAT,Sep-08,50
RIAU,Sep-08,70
SULAWESI BARAT,Sep-08,0
SULAWESI SELATA,Sep-08,192
SULAWESI TENGAH,Sep-08,102
SULAWESI TENGGARA,Sep-08,18
SULAWESI UTARA,Sep-08,48
SUMATERA BARAT,Sep-08,94
SUMATERA SELATA,Sep-08,143
SUMATERA UTARA,Sep-08,556
,,
ACEH,Aug-08,211
BABEL,Aug-08,6
BALI,Aug-08,108
BANTEN,Aug-08,246
BENGKULU,Aug-08,10
D.I YOGYA,Aug-08,41
DKI JAKARTA,Aug-08,"1,077"
GORONTALO,Aug-08,2
JAMBI,Aug-08,15
JAWA BARAT,Aug-08,"1,170"
JAWA TENGAH,Aug-08,501
JAWA TIMUR,Aug-08,338
KALIMANTAN BARAT,Aug-08,54
KALIMANTAN SELATA,Aug-08,43
KALIMANTAN TENGAH,Aug-08,38
KALIMANTAN TIMUR,Aug-08,357
KEPULAUAN RIAU,Aug-08,161
LAMPUNG,Aug-08,80
MALUKU,Aug-08,0
MALUKU UTARA,Aug-08,27
NUSA TENGGARA BARAT,Aug-08,11
NUSA TENGGARA TIMUR,Aug-08,2
PAPUA,Aug-08,10
PAPUA BARAT,Aug-08,57
RIAU,Aug-08,87
SULAWESI BARAT,Aug-08,0
SULAWESI SELATA,Aug-08,141
SULAWESI TENGAH,Aug-08,93
SULAWESI TENGGARA,Aug-08,5
SULAWESI UTARA,Aug-08,23
SUMATERA BARAT,Aug-08,136
SUMATERA SELATA,Aug-08,114
SUMATERA UTARA,Aug-08,491
,,
ACEH,Jul-08,113
BABEL,Jul-08,5
BALI,Jul-08,280
BANTEN,Jul-08,420
BENGKULU,Jul-08,29
D.I YOGYA,Jul-08,75
DKI JAKARTA,Jul-08,"2,099"
GORONTALO,Jul-08,2
JAMBI,Jul-08,10
JAWA BARAT,Jul-08,"1,729"
JAWA TENGAH,Jul-08,923
JAWA TIMUR,Jul-08,489
KALIMANTAN BARAT,Jul-08,59
KALIMANTAN SELATA,Jul-08,28
KALIMANTAN TENGAH,Jul-08,39
KALIMANTAN TIMUR,Jul-08,410
KEPULAUAN RIAU,Jul-08,248
LAMPUNG,Jul-08,125
MALUKU,Jul-08,0
MALUKU UTARA,Jul-08,19
NUSA TENGGARA BARAT,Jul-08,16
NUSA TENGGARA TIMUR,Jul-08,2
PAPUA,Jul-08,6
PAPUA BARAT,Jul-08,37
RIAU,Jul-08,65
SULAWESI BARAT,Jul-08,2
SULAWESI SELATA,Jul-08,171
SULAWESI TENGAH,Jul-08,74
SULAWESI TENGGARA,Jul-08,11
SULAWESI UTARA,Jul-08,38
SUMATERA BARAT,Jul-08,127
SUMATERA SELATA,Jul-08,99
SUMATERA UTARA,Jul-08,261
,,
ACEH,Jun-08,112
BABEL,Jun-08,1
BALI,Jun-08,581
BANTEN,Jun-08,244
BENGKULU,Jun-08,20
D.I YOGYA,Jun-08,140
DKI JAKARTA,Jun-08,"3,547"
GORONTALO,Jun-08,5
JAMBI,Jun-08,7
JAWA BARAT,Jun-08,"2,285"
JAWA TENGAH,Jun-08,"1,149"
JAWA TIMUR,Jun-08,769
KALIMANTAN BARAT,Jun-08,44
KALIMANTAN SELATA,Jun-08,34
KALIMANTAN TENGAH,Jun-08,27
KALIMANTAN TIMUR,Jun-08,404
KEPULAUAN RIAU,Jun-08,130
LAMPUNG,Jun-08,131
MALUKU,Jun-08,0
MALUKU UTARA,Jun-08,32
NUSA TENGGARA BARAT,Jun-08,38
NUSA TENGGARA TIMUR,Jun-08,4
PAPUA,Jun-08,16
PAPUA BARAT,Jun-08,82
RIAU,Jun-08,63
SULAWESI BARAT,Jun-08,3
SULAWESI SELATA,Jun-08,189
SULAWESI TENGAH,Jun-08,92
SULAWESI TENGGARA,Jun-08,19
SULAWESI UTARA,Jun-08,68
SUMATERA BARAT,Jun-08,92
SUMATERA SELATA,Jun-08,125
SUMATERA UTARA,Jun-08,246
,,
ACEH,May-08,133
BABEL,May-08,3
BALI,May-08,"1,126"
BANTEN,May-08,381
BENGKULU,May-08,22
D.I YOGYA,May-08,288
DKI JAKARTA,May-08,"4,772"
GORONTALO,May-08,7
JAMBI,May-08,17
JAWA BARAT,May-08,"2,618"
JAWA TENGAH,May-08,"1,842"
JAWA TIMUR,May-08,"1,428"
KALIMANTAN BARAT,May-08,19
KALIMANTAN SELATA,May-08,61
KALIMANTAN TENGAH,May-08,39
KALIMANTAN TIMUR,May-08,612
KEPULAUAN RIAU,May-08,74
LAMPUNG,May-08,268
MALUKU,May-08,0
MALUKU UTARA,May-08,25
NUSA TENGGARA BARAT,May-08,67
NUSA TENGGARA TIMUR,May-08,21
PAPUA,May-08,15
PAPUA BARAT,May-08,78
RIAU,May-08,81
SULAWESI BARAT,May-08,9
SULAWESI SELATA,May-08,304
SULAWESI TENGAH,May-08,92
SULAWESI TENGGARA,May-08,33
SULAWESI UTARA,May-08,101
SUMATERA BARAT,May-08,189
SUMATERA SELATA,May-08,189
SUMATERA UTARA,May-08,213
,,
ACEH,Apr-08,143
BABEL,Apr-08,1
BALI,Apr-08,"1,022"
BANTEN,Apr-08,384
BENGKULU,Apr-08,23
D.I YOGYA,Apr-08,329
DKI JAKARTA,Apr-08,"3,741"
GORONTALO,Apr-08,12
JAMBI,Apr-08,13
JAWA BARAT,Apr-08,"2,298"
JAWA TENGAH,Apr-08,"2,198"
JAWA TIMUR,Apr-08,"1,785"
KALIMANTAN BARAT,Apr-08,21
KALIMANTAN SELATA,Apr-08,54
KALIMANTAN TENGAH,Apr-08,50
KALIMANTAN TIMUR,Apr-08,754
KEPULAUAN RIAU,Apr-08,61
LAMPUNG,Apr-08,253
MALUKU,Apr-08,0
MALUKU UTARA,Apr-08,17
NUSA TENGGARA BARAT,Apr-08,102
NUSA TENGGARA TIMUR,Apr-08,69
PAPUA,Apr-08,26
PAPUA BARAT,Apr-08,17
RIAU,Apr-08,63
SULAWESI BARAT,Apr-08,6
SULAWESI SELATA,Apr-08,373
SULAWESI TENGAH,Apr-08,143
SULAWESI TENGGARA,Apr-08,152
SULAWESI UTARA,Apr-08,133
SUMATERA BARAT,Apr-08,147
SUMATERA SELATA,Apr-08,164
SUMATERA UTARA,Apr-08,187
,,
ACEH,Mar-08,157
BABEL,Mar-08,1
BALI,Mar-08,980
BANTEN,Mar-08,377
BENGKULU,Mar-08,40
D.I YOGYA,Mar-08,266
DKI JAKARTA,Mar-08,"2,848"
GORONTALO,Mar-08,29
JAMBI,Mar-08,10
JAWA BARAT,Mar-08,"2,029"
JAWA TENGAH,Mar-08,"1,945"
JAWA TIMUR,Mar-08,"2,128"
KALIMANTAN BARAT,Mar-08,21
KALIMANTAN SELATA,Mar-08,54
KALIMANTAN TENGAH,Mar-08,70
KALIMANTAN TIMUR,Mar-08,658
KEPULAUAN RIAU,Mar-08,62
LAMPUNG,Mar-08,423
MALUKU,Mar-08,0
MALUKU UTARA,Mar-08,24
NUSA TENGGARA BARAT,Mar-08,77
NUSA TENGGARA TIMUR,Mar-08,130
PAPUA,Mar-08,23
PAPUA BARAT,Mar-08,38
RIAU,Mar-08,53
SULAWESI BARAT,Mar-08,4
SULAWESI SELATA,Mar-08,376
SULAWESI TENGAH,Mar-08,164
SULAWESI TENGGARA,Mar-08,295
SULAWESI UTARA,Mar-08,188
SUMATERA BARAT,Mar-08,158
SUMATERA SELATA,Mar-08,161
SUMATERA UTARA,Mar-08,276
,,
ACEH,Feb-08,187
BABEL,Feb-08,2
BALI,Feb-08,903
BANTEN,Feb-08,370
BENGKULU,Feb-08,55
D.I YOGYA,Feb-08,337
DKI JAKARTA,Feb-08,"2,620"
GORONTALO,Feb-08,51
JAMBI,Feb-08,24
JAWA BARAT,Feb-08,"2,552"
JAWA TENGAH,Feb-08,"2,867"
JAWA TIMUR,Feb-08,"3,189"
KALIMANTAN BARAT,Feb-08,15
KALIMANTAN SELATA,Feb-08,77
KALIMANTAN TENGAH,Feb-08,64
KALIMANTAN TIMUR,Feb-08,607
KEPULAUAN RIAU,Feb-08,85
LAMPUNG,Feb-08,892
MALUKU,Feb-08,0
MALUKU UTARA,Feb-08,31
NUSA TENGGARA BARAT,Feb-08,172
NUSA TENGGARA TIMUR,Feb-08,286
PAPUA,Feb-08,36
PAPUA BARAT,Feb-08,15
RIAU,Feb-08,69
SULAWESI BARAT,Feb-08,8
SULAWESI SELATA,Feb-08,553
SULAWESI TENGAH,Feb-08,174
SULAWESI TENGGARA,Feb-08,218
SULAWESI UTARA,Feb-08,279
SUMATERA BARAT,Feb-08,239
SUMATERA SELATA,Feb-08,280
SUMATERA UTARA,Feb-08,467
,,
ACEH,Jan-08,194
BABEL,Jan-08,1
BALI,Jan-08,600
BANTEN,Jan-08,393
BENGKULU,Jan-08,43
D.I YOGYA,Jan-08,344
DKI JAKARTA,Jan-08,"3,047"
GORONTALO,Jan-08,54
JAMBI,Jan-08,34
JAWA BARAT,Jan-08,"2,245"
JAWA TENGAH,Jan-08,"3,999"
JAWA TIMUR,Jan-08,"4,082"
KALIMANTAN BARAT,Jan-08,10
KALIMANTAN SELATA,Jan-08,71
KALIMANTAN TENGAH,Jan-08,45
KALIMANTAN TIMUR,Jan-08,622
KEPULAUAN RIAU,Jan-08,86
LAMPUNG,Jan-08,971
MALUKU,Jan-08,0
MALUKU UTARA,Jan-08,17
NUSA TENGGARA BARAT,Jan-08,166
NUSA TENGGARA TIMUR,Jan-08,171
PAPUA,Jan-08,49
PAPUA BARAT,Jan-08,38
RIAU,Jan-08,85
SULAWESI BARAT,Jan-08,5
SULAWESI SELATA,Jan-08,574
SULAWESI TENGAH,Jan-08,139
SULAWESI TENGGARA,Jan-08,184
SULAWESI UTARA,Jan-08,361
SUMATERA BARAT,Jan-08,259
SUMATERA SELATA,Jan-08,249
SUMATERA UTARA,Jan-08,430
,,
ACEH,Dec-07,117
BABEL,Dec-07,0
BALI,Dec-07,365
BANTEN,Dec-07,279
BENGKULU,Dec-07,0
D.I YOGYA,Dec-07,95
DKI JAKARTA,Dec-07,"1,349"
GORONTALO,Dec-07,20
JAMBI,Dec-07,15
JAWA BARAT,Dec-07,"1,021"
JAWA TENGAH,Dec-07,"1,546"
JAWA TIMUR,Dec-07,"2,205"
KALIMANTAN BARAT,Dec-07,14
KALIMANTAN SELATA,Dec-07,23
KALIMANTAN TENGAH,Dec-07,28
KALIMANTAN TIMUR,Dec-07,382
KEPULAUAN RIAU,Dec-07,62
LAMPUNG,Dec-07,92
MALUKU,Dec-07,0
MALUKU UTARA,Dec-07,3
NUSA TENGGARA BARAT,Dec-07,18
NUSA TENGGARA TIMUR,Dec-07,39
PAPUA,Dec-07,14
PAPUA BARAT,Dec-07,0
RIAU,Dec-07,36
SULAWESI BARAT,Dec-07,0
SULAWESI SELATA,Dec-07,124
SULAWESI TENGAH,Dec-07,29
SULAWESI TENGGARA,Dec-07,99
SULAWESI UTARA,Dec-07,191
SUMATERA BARAT,Dec-07,147
SUMATERA SELATA,Dec-07,112
SUMATERA UTARA,Dec-07,369
,,
ACEH,Nov-07,320
BABEL,Nov-07,2
BALI,Nov-07,203
BANTEN,Nov-07,178
BENGKULU,Nov-07,0
D.I YOGYA,Nov-07,96
DKI JAKARTA,Nov-07,687
GORONTALO,Nov-07,8
JAMBI,Nov-07,10
JAWA BARAT,Nov-07,917
JAWA TENGAH,Nov-07,"1,255"
JAWA TIMUR,Nov-07,"1,516"
KALIMANTAN BARAT,Nov-07,11
KALIMANTAN SELATA,Nov-07,15
KALIMANTAN TENGAH,Nov-07,33
KALIMANTAN TIMUR,Nov-07,334
KEPULAUAN RIAU,Nov-07,32
LAMPUNG,Nov-07,53
MALUKU,Nov-07,0
MALUKU UTARA,Nov-07,0
NUSA TENGGARA BARAT,Nov-07,27
NUSA TENGGARA TIMUR,Nov-07,0
PAPUA,Nov-07,14
PAPUA BARAT,Nov-07,0
RIAU,Nov-07,39
SULAWESI BARAT,Nov-07,0
SULAWESI SELATA,Nov-07,109
SULAWESI TENGAH,Nov-07,68
SULAWESI TENGGARA,Nov-07,3
SULAWESI UTARA,Nov-07,137
SUMATERA BARAT,Nov-07,147
SUMATERA SELATA,Nov-07,90
SUMATERA UTARA,Nov-07,589
,,
ACEH,Oct-07,283
BABEL,Oct-07,0
BALI,Oct-07,171
BANTEN,Oct-07,169
BENGKULU,Oct-07,11
D.I YOGYA,Oct-07,64
DKI JAKARTA,Oct-07,654
GORONTALO,Oct-07,9
JAMBI,Oct-07,11
JAWA BARAT,Oct-07,736
JAWA TENGAH,Oct-07,723
JAWA TIMUR,Oct-07,794
KALIMANTAN BARAT,Oct-07,22
KALIMANTAN SELATA,Oct-07,7
KALIMANTAN TENGAH,Oct-07,13
KALIMANTAN TIMUR,Oct-07,183
KEPULAUAN RIAU,Oct-07,57
LAMPUNG,Oct-07,35
MALUKU,Oct-07,0
MALUKU UTARA,Oct-07,0
NUSA TENGGARA BARAT,Oct-07,25
NUSA TENGGARA TIMUR,Oct-07,0
PAPUA,Oct-07,13
PAPUA BARAT,Oct-07,0
RIAU,Oct-07,41
SULAWESI BARAT,Oct-07,0
SULAWESI SELATA,Oct-07,87
SULAWESI TENGAH,Oct-07,50
SULAWESI TENGGARA,Oct-07,3
SULAWESI UTARA,Oct-07,199
SUMATERA BARAT,Oct-07,126
SUMATERA SELATA,Oct-07,56
SUMATERA UTARA,Oct-07,505
,,
ACEH,Sep-07,154
BABEL,Sep-07,5
BALI,Sep-07,192
BANTEN,Sep-07,252
BENGKULU,Sep-07,29
D.I YOGYA,Sep-07,61
DKI JAKARTA,Sep-07,952
GORONTALO,Sep-07,15
JAMBI,Sep-07,8
JAWA BARAT,Sep-07,895
JAWA TENGAH,Sep-07,767
JAWA TIMUR,Sep-07,804
KALIMANTAN BARAT,Sep-07,20
KALIMANTAN SELATA,Sep-07,6
KALIMANTAN TENGAH,Sep-07,8
KALIMANTAN TIMUR,Sep-07,188
KEPULAUAN RIAU,Sep-07,47
LAMPUNG,Sep-07,64
MALUKU,Sep-07,0
MALUKU UTARA,Sep-07,0
NUSA TENGGARA BARAT,Sep-07,27
NUSA TENGGARA TIMUR,Sep-07,0
PAPUA,Sep-07,4
PAPUA BARAT,Sep-07,0
RIAU,Sep-07,32
SULAWESI BARAT,Sep-07,0
SULAWESI SELATA,Sep-07,81
SULAWESI TENGAH,Sep-07,67
SULAWESI TENGGARA,Sep-07,6
SULAWESI UTARA,Sep-07,141
SUMATERA BARAT,Sep-07,110
SUMATERA SELATA,Sep-07,42
SUMATERA UTARA,Sep-07,204
,,
ACEH,Aug-07,115
BABEL,Aug-07,9
BALI,Aug-07,376
BANTEN,Aug-07,238
BENGKULU,Aug-07,21
D.I YOGYA,Aug-07,108
DKI JAKARTA,Aug-07,"1,614"
GORONTALO,Aug-07,6
JAMBI,Aug-07,4
JAWA BARAT,Aug-07,"1,398"
JAWA TENGAH,Aug-07,"1,136"
JAWA TIMUR,Aug-07,"1,041"
KALIMANTAN BARAT,Aug-07,9
KALIMANTAN SELATA,Aug-07,8
KALIMANTAN TENGAH,Aug-07,6
KALIMANTAN TIMUR,Aug-07,213
KEPULAUAN RIAU,Aug-07,49
LAMPUNG,Aug-07,76
MALUKU,Aug-07,0
MALUKU UTARA,Aug-07,14
NUSA TENGGARA BARAT,Aug-07,29
NUSA TENGGARA TIMUR,Aug-07,0
PAPUA,Aug-07,5
PAPUA BARAT,Aug-07,0
RIAU,Aug-07,38
SULAWESI BARAT,Aug-07,0
SULAWESI SELATA,Aug-07,147
SULAWESI TENGAH,Aug-07,61
SULAWESI TENGGARA,Aug-07,4
SULAWESI UTARA,Aug-07,128
SUMATERA BARAT,Aug-07,178
SUMATERA SELATA,Aug-07,63
SUMATERA UTARA,Aug-07,376
,,
ACEH,Jul-07,100
BABEL,Jul-07,3
BALI,Jul-07,585
BANTEN,Jul-07,457
BENGKULU,Jul-07,46
D.I YOGYA,Jul-07,186
DKI JAKARTA,Jul-07,"2,748"
GORONTALO,Jul-07,8
JAMBI,Jul-07,5
JAWA BARAT,Jul-07,"2,095"
JAWA TENGAH,Jul-07,"1,136"
JAWA TIMUR,Jul-07,"1,424"
KALIMANTAN BARAT,Jul-07,18
KALIMANTAN SELATA,Jul-07,9
KALIMANTAN TENGAH,Jul-07,13
KALIMANTAN TIMUR,Jul-07,192
KEPULAUAN RIAU,Jul-07,37
LAMPUNG,Jul-07,116
MALUKU,Jul-07,0
MALUKU UTARA,Jul-07,19
NUSA TENGGARA BARAT,Jul-07,14
NUSA TENGGARA TIMUR,Jul-07,0
PAPUA,Jul-07,6
PAPUA BARAT,Jul-07,0
RIAU,Jul-07,35
SULAWESI BARAT,Jul-07,0
SULAWESI SELATA,Jul-07,182
SULAWESI TENGAH,Jul-07,65
SULAWESI TENGGARA,Jul-07,20
SULAWESI UTARA,Jul-07,107
SUMATERA BARAT,Jul-07,285
SUMATERA SELATA,Jul-07,88
SUMATERA UTARA,Jul-07,450
,,
ACEH,Jun-07,77
BABEL,Jun-07,5
BALI,Jun-07,995
BANTEN,Jun-07,584
BENGKULU,Jun-07,33
D.I YOGYA,Jun-07,198
DKI JAKARTA,Jun-07,"3,740"
GORONTALO,Jun-07,10
JAMBI,Jun-07,5
JAWA BARAT,Jun-07,"2,691"
JAWA TENGAH,Jun-07,"1,255"
JAWA TIMUR,Jun-07,"1,971"
KALIMANTAN BARAT,Jun-07,8
KALIMANTAN SELATA,Jun-07,15
KALIMANTAN TENGAH,Jun-07,15
KALIMANTAN TIMUR,Jun-07,244
KEPULAUAN RIAU,Jun-07,60
LAMPUNG,Jun-07,167
MALUKU,Jun-07,0
MALUKU UTARA,Jun-07,13
NUSA TENGGARA BARAT,Jun-07,73
NUSA TENGGARA TIMUR,Jun-07,0
PAPUA,Jun-07,2
PAPUA BARAT,Jun-07,29
RIAU,Jun-07,46
SULAWESI BARAT,Jun-07,0
SULAWESI SELATA,Jun-07,194
SULAWESI TENGAH,Jun-07,61
SULAWESI TENGGARA,Jun-07,45
SULAWESI UTARA,Jun-07,81
SUMATERA BARAT,Jun-07,269
SUMATERA SELATA,Jun-07,135
SUMATERA UTARA,Jun-07,304
,,
ACEH,May-07,57
BABEL,May-07,4
BALI,May-07,"1,387"
BANTEN,May-07,648
BENGKULU,May-07,18
D.I YOGYA,May-07,305
DKI JAKARTA,May-07,"4,563"
GORONTALO,May-07,16
JAMBI,May-07,9
JAWA BARAT,May-07,"3,109"
JAWA TENGAH,May-07,"2,167"
JAWA TIMUR,May-07,"2,714"
KALIMANTAN BARAT,May-07,31
KALIMANTAN SELATA,May-07,26
KALIMANTAN TENGAH,May-07,35
KALIMANTAN TIMUR,May-07,308
KEPULAUAN RIAU,May-07,73
LAMPUNG,May-07,216
MALUKU,May-07,0
MALUKU UTARA,May-07,37
NUSA TENGGARA BARAT,May-07,90
NUSA TENGGARA TIMUR,May-07,0
PAPUA,May-07,13
PAPUA BARAT,May-07,23
RIAU,May-07,81
SULAWESI BARAT,May-07,1
