Region,Date,Cases
PAPUA BARAT,Mar-14,1
RIAU,Mar-14,58
SULAWESI BARAT,Mar-14,23
SULAWESI SELATA,Mar-14,312
SULAWESI TENGAH,Mar-14,194
SULAWESI TENGGARA,Mar-14,114
SULAWESI UTARA,Mar-14,85
SUMATERA BARAT,Mar-14,138
SUMATERA SELATA,Mar-14,80
SUMATERA UTARA,Mar-14,223
,,
ACEH,Feb-14,111
BABEL,Feb-14,34
BALI,Feb-14,"1,087"
BANTEN,Feb-14,350
BENGKULU,Feb-14,19
D.I YOGYA,Feb-14,177
DKI JAKARTA,Feb-14,"1,067"
GORONTALO,Feb-14,58
JAMBI,Feb-14,46
JAWA BARAT,Feb-14,"1,612"
JAWA TENGAH,Feb-14,"1,118"
JAWA TIMUR,Feb-14,918
KALIMANTAN BARAT,Feb-14,93
KALIMANTAN SELATA,Feb-14,62
KALIMANTAN TENGAH,Feb-14,100
KALIMANTAN TIMUR,Feb-14,434
KALIMANTAN UTARA,Feb-14,46
KEPULAUAN RIAU,Feb-14,78
LAMPUNG,Feb-14,136
MALUKU,Feb-14,0
MALUKU UTARA,Feb-14,15
NUSA TENGGARA BARAT,Feb-14,144
NUSA TENGGARA TIMUR,Feb-14,66
PAPUA,Feb-14,26
PAPUA BARAT,Feb-14,16
RIAU,Feb-14,113
SULAWESI BARAT,Feb-14,69
SULAWESI SELATA,Feb-14,369
SULAWESI TENGAH,Feb-14,174
SULAWESI TENGGARA,Feb-14,169
SULAWESI UTARA,Feb-14,84
SUMATERA BARAT,Feb-14,140
SUMATERA SELATA,Feb-14,116
SUMATERA UTARA,Feb-14,363
,,
ACEH,Jan-14,108
BABEL,Jan-14,22
BALI,Jan-14,861
BANTEN,Jan-14,378
BENGKULU,Jan-14,28
D.I YOGYA,Jan-14,177
DKI JAKARTA,Jan-14,865
GORONTALO,Jan-14,32
JAMBI,Jan-14,71
JAWA BARAT,Jan-14,"1,815"
JAWA TENGAH,Jan-14,"1,017"
JAWA TIMUR,Jan-14,980
KALIMANTAN BARAT,Jan-14,113
KALIMANTAN SELATA,Jan-14,55
KALIMANTAN TENGAH,Jan-14,55
KALIMANTAN TIMUR,Jan-14,406
KALIMANTAN UTARA,Jan-14,45
KEPULAUAN RIAU,Jan-14,105
LAMPUNG,Jan-14,227
MALUKU,Jan-14,4
MALUKU UTARA,Jan-14,31
NUSA TENGGARA BARAT,Jan-14,165
NUSA TENGGARA TIMUR,Jan-14,78
PAPUA,Jan-14,51
PAPUA BARAT,Jan-14,17
RIAU,Jan-14,143
SULAWESI BARAT,Jan-14,28
SULAWESI SELATA,Jan-14,435
SULAWESI TENGAH,Jan-14,130
SULAWESI TENGGARA,Jan-14,125
SULAWESI UTARA,Jan-14,110
SUMATERA BARAT,Jan-14,174
SUMATERA SELATA,Jan-14,137
SUMATERA UTARA,Jan-14,457
,,
ACEH,Dec-13,121
BABEL,Dec-13,24
BALI,Dec-13,261
BANTEN,Dec-13,321
BENGKULU,Dec-13,20
D.I YOGYA,Dec-13,160
DKI JAKARTA,Dec-13,460
GORONTALO,Dec-13,14
JAMBI,Dec-13,47
JAWA BARAT,Dec-13,"1,050"
JAWA TENGAH,Dec-13,701
JAWA TIMUR,Dec-13,423
KALIMANTAN BARAT,Dec-13,53
KALIMANTAN SELATA,Dec-13,31
KALIMANTAN TENGAH,Dec-13,45
KALIMANTAN TIMUR,Dec-13,144
KEPULAUAN RIAU,Dec-13,26
LAMPUNG,Dec-13,166
MALUKU,Dec-13,0
MALUKU UTARA,Dec-13,38
NUSA TENGGARA BARAT,Dec-13,60
NUSA TENGGARA TIMUR,Dec-13,0
PAPUA,Dec-13,0
PAPUA BARAT,Dec-13,2
RIAU,Dec-13,234
SULAWESI BARAT,Dec-13,0
SULAWESI SELATA,Dec-13,150
SULAWESI TENGAH,Dec-13,90
SULAWESI TENGGARA,Dec-13,0
SULAWESI UTARA,Dec-13,8
SUMATERA BARAT,Dec-13,0
SUMATERA SELATA,Dec-13,57
SUMATERA UTARA,Dec-13,0
,,
ACEH,Nov-13,131
BABEL,Nov-13,30
BALI,Nov-13,294
BANTEN,Nov-13,308
BENGKULU,Nov-13,27
D.I YOGYA,Nov-13,161
DKI JAKARTA,Nov-13,393
GORONTALO,Nov-13,15
JAMBI,Nov-13,77
JAWA BARAT,Nov-13,"1,091"
JAWA TENGAH,Nov-13,544
JAWA TIMUR,Nov-13,407
KALIMANTAN BARAT,Nov-13,102
KALIMANTAN SELATA,Nov-13,8
KALIMANTAN TENGAH,Nov-13,55
KALIMANTAN TIMUR,Nov-13,205
KEPULAUAN RIAU,Nov-13,50
LAMPUNG,Nov-13,203
MALUKU,Nov-13,0
MALUKU UTARA,Nov-13,18
NUSA TENGGARA BARAT,Nov-13,42
NUSA TENGGARA TIMUR,Nov-13,1
PAPUA,Nov-13,0
PAPUA BARAT,Nov-13,0
RIAU,Nov-13,300
SULAWESI BARAT,Nov-13,0
SULAWESI SELATA,Nov-13,183
SULAWESI TENGAH,Nov-13,126
SULAWESI TENGGARA,Nov-13,12
SULAWESI UTARA,Nov-13,25
SUMATERA BARAT,Nov-13,0
SUMATERA SELATA,Nov-13,62
SUMATERA UTARA,Nov-13,0
,,
ACEH,Oct-13,121
BABEL,Oct-13,16
BALI,Oct-13,268
BANTEN,Oct-13,276
BENGKULU,Oct-13,13
D.I YOGYA,Oct-13,133
DKI JAKARTA,Oct-13,484
GORONTALO,Oct-13,5
JAMBI,Oct-13,65
JAWA BARAT,Oct-13,"1,241"
JAWA TENGAH,Oct-13,791
JAWA TIMUR,Oct-13,357
KALIMANTAN BARAT,Oct-13,84
KALIMANTAN SELATA,Oct-13,21
KALIMANTAN TENGAH,Oct-13,34
KALIMANTAN TIMUR,Oct-13,254
KEPULAUAN RIAU,Oct-13,37
LAMPUNG,Oct-13,135
MALUKU,Oct-13,1
MALUKU UTARA,Oct-13,10
NUSA TENGGARA BARAT,Oct-13,44
NUSA TENGGARA TIMUR,Oct-13,1
PAPUA,Oct-13,0
PAPUA BARAT,Oct-13,0
RIAU,Oct-13,175
SULAWESI BARAT,Oct-13,0
SULAWESI SELATA,Oct-13,172
SULAWESI TENGAH,Oct-13,129
SULAWESI TENGGARA,Oct-13,16
SULAWESI UTARA,Oct-13,55
SUMATERA BARAT,Oct-13,327
SUMATERA SELATA,Oct-13,71
SUMATERA UTARA,Oct-13,367
,,
ACEH,Sep-13,100
BABEL,Sep-13,45
BALI,Sep-13,402
BANTEN,Sep-13,363
BENGKULU,Sep-13,19
D.I YOGYA,Sep-13,148
DKI JAKARTA,Sep-13,758
GORONTALO,Sep-13,13
JAMBI,Sep-13,53
JAWA BARAT,Sep-13,"1,423"
JAWA TENGAH,Sep-13,623
JAWA TIMUR,Sep-13,397
KALIMANTAN BARAT,Sep-13,23
KALIMANTAN SELATA,Sep-13,15
KALIMANTAN TENGAH,Sep-13,51
KALIMANTAN TIMUR,Sep-13,237
KEPULAUAN RIAU,Sep-13,19
LAMPUNG,Sep-13,116
MALUKU,Sep-13,0
MALUKU UTARA,Sep-13,5
NUSA TENGGARA BARAT,Sep-13,70
NUSA TENGGARA TIMUR,Sep-13,3
PAPUA,Sep-13,0
PAPUA BARAT,Sep-13,0
RIAU,Sep-13,121
SULAWESI BARAT,Sep-13,0
SULAWESI SELATA,Sep-13,255
SULAWESI TENGAH,Sep-13,139
SULAWESI TENGGARA,Sep-13,33
SULAWESI UTARA,Sep-13,50
SUMATERA BARAT,Sep-13,211
SUMATERA SELATA,Sep-13,52
SUMATERA UTARA,Sep-13,319
,,
ACEH,Aug-13,91
BABEL,Aug-13,34
BALI,Aug-13,615
BANTEN,Aug-13,277
BENGKULU,Aug-13,19
D.I YOGYA,Aug-13,171
DKI JAKARTA,Aug-13,"1,251"
GORONTALO,Aug-13,7
JAMBI,Aug-13,47
JAWA BARAT,Aug-13,"1,750"
JAWA TENGAH,Aug-13,761
JAWA TIMUR,Aug-13,521
KALIMANTAN BARAT,Aug-13,32
KALIMANTAN SELATA,Aug-13,8
KALIMANTAN TENGAH,Aug-13,58
KALIMANTAN TIMUR,Aug-13,208
KEPULAUAN RIAU,Aug-13,18
LAMPUNG,Aug-13,129
MALUKU,Aug-13,2
MALUKU UTARA,Aug-13,8
NUSA TENGGARA BARAT,Aug-13,72
NUSA TENGGARA TIMUR,Aug-13,0
PAPUA,Aug-13,0
PAPUA BARAT,Aug-13,0
RIAU,Aug-13,75
SULAWESI BARAT,Aug-13,17
SULAWESI SELATA,Aug-13,283
SULAWESI TENGAH,Aug-13,125
SULAWESI TENGGARA,Aug-13,40
SULAWESI UTARA,Aug-13,58
SUMATERA BARAT,Aug-13,148
SUMATERA SELATA,Aug-13,55
SUMATERA UTARA,Aug-13,293
,,
ACEH,Jul-13,87
BABEL,Jul-13,40
BALI,Jul-13,902
BANTEN,Jul-13,353
BENGKULU,Jul-13,17
D.I YOGYA,Jul-13,261
DKI JAKARTA,Jul-13,"1,145"
GORONTALO,Jul-13,5
JAMBI,Jul-13,28
JAWA BARAT,Jul-13,"1,991"
JAWA TENGAH,Jul-13,"1,043"
JAWA TIMUR,Jul-13,781
KALIMANTAN BARAT,Jul-13,20
KALIMANTAN SELATA,Jul-13,16
KALIMANTAN TENGAH,Jul-13,51
KALIMANTAN TIMUR,Jul-13,248
KEPULAUAN RIAU,Jul-13,20
LAMPUNG,Jul-13,191
MALUKU,Jul-13,2
MALUKU UTARA,Jul-13,16
NUSA TENGGARA BARAT,Jul-13,193
NUSA TENGGARA TIMUR,Jul-13,0
PAPUA,Jul-13,0
PAPUA BARAT,Jul-13,0
RIAU,Jul-13,73
SULAWESI BARAT,Jul-13,7
SULAWESI SELATA,Jul-13,397
SULAWESI TENGAH,Jul-13,184
SULAWESI TENGGARA,Jul-13,64
SULAWESI UTARA,Jul-13,36
SUMATERA BARAT,Jul-13,190
SUMATERA SELATA,Jul-13,52
SUMATERA UTARA,Jul-13,313
,,
ACEH,Jun-13,88
BABEL,Jun-13,55
BALI,Jun-13,779
BANTEN,Jun-13,324
BENGKULU,Jun-13,31
D.I YOGYA,Jun-13,260
DKI JAKARTA,Jun-13,993
GORONTALO,Jun-13,12
JAMBI,Jun-13,19
JAWA BARAT,Jun-13,"2,316"
JAWA TENGAH,Jun-13,"1,035"
JAWA TIMUR,Jun-13,951
KALIMANTAN BARAT,Jun-13,40
KALIMANTAN SELATA,Jun-13,24
KALIMANTAN TENGAH,Jun-13,56
KALIMANTAN TIMUR,Jun-13,294
KEPULAUAN RIAU,Jun-13,76
LAMPUNG,Jun-13,188
MALUKU,Jun-13,2
MALUKU UTARA,Jun-13,25
NUSA TENGGARA BARAT,Jun-13,183
NUSA TENGGARA TIMUR,Jun-13,0
PAPUA,Jun-13,0
PAPUA BARAT,Jun-13,4
RIAU,Jun-13,55
SULAWESI BARAT,Jun-13,74
SULAWESI SELATA,Jun-13,400
SULAWESI TENGAH,Jun-13,119
SULAWESI TENGGARA,Jun-13,94
SULAWESI UTARA,Jun-13,64
SUMATERA BARAT,Jun-13,246
SUMATERA SELATA,Jun-13,77
SUMATERA UTARA,Jun-13,286
,,
ACEH,May-13,86
BABEL,May-13,67
BALI,May-13,960
BANTEN,May-13,324
BENGKULU,May-13,38
D.I YOGYA,May-13,303
DKI JAKARTA,May-13,"1,195"
GORONTALO,May-13,6
JAMBI,May-13,38
JAWA BARAT,May-13,"2,393"
JAWA TENGAH,May-13,"1,625"
JAWA TIMUR,May-13,"1,333"
KALIMANTAN BARAT,May-13,54
KALIMANTAN SELATA,May-13,44
KALIMANTAN TENGAH,May-13,51
KALIMANTAN TIMUR,May-13,311
KEPULAUAN RIAU,May-13,56
LAMPUNG,May-13,204
MALUKU,May-13,3
MALUKU UTARA,May-13,23
NUSA TENGGARA BARAT,May-13,185
NUSA TENGGARA TIMUR,May-13,0
PAPUA,May-13,0
PAPUA BARAT,May-13,5
RIAU,May-13,54
SULAWESI BARAT,May-13,3
SULAWESI SELATA,May-13,450
SULAWESI TENGAH,May-13,150
SULAWESI TENGGARA,May-13,114
SULAWESI UTARA,May-13,75
SUMATERA BARAT,May-13,210
SUMATERA SELATA,May-13,120
SUMATERA UTARA,May-13,391
,,
ACEH,Apr-13,99
BABEL,Apr-13,69
BALI,Apr-13,862
BANTEN,Apr-13,271
BENGKULU,Apr-13,32
D.I YOGYA,Apr-13,416
DKI JAKARTA,Apr-13,"1,200"
GORONTALO,Apr-13,24
JAMBI,Apr-13,57
JAWA BARAT,Apr-13,"2,490"
JAWA TENGAH,Apr-13,"1,645"
JAWA TIMUR,Apr-13,"1,787"
KALIMANTAN BARAT,Apr-13,48
KALIMANTAN SELATA,Apr-13,72
KALIMANTAN TENGAH,Apr-13,92
KALIMANTAN TIMUR,Apr-13,396
KEPULAUAN RIAU,Apr-13,61
LAMPUNG,Apr-13,333
MALUKU,Apr-13,7
MALUKU UTARA,Apr-13,9
NUSA TENGGARA BARAT,Apr-13,210
NUSA TENGGARA TIMUR,Apr-13,27
PAPUA,Apr-13,0
PAPUA BARAT,Apr-13,10
RIAU,Apr-13,54
SULAWESI BARAT,Apr-13,105
SULAWESI SELATA,Apr-13,396
SULAWESI TENGAH,Apr-13,124
SULAWESI TENGGARA,Apr-13,269
SULAWESI UTARA,Apr-13,93
SUMATERA BARAT,Apr-13,216
SUMATERA SELATA,Apr-13,112
SUMATERA UTARA,Apr-13,321
,,
ACEH,Mar-13,111
BABEL,Mar-13,97
BALI,Mar-13,590
BANTEN,Mar-13,289
BENGKULU,Mar-13,35
D.I YOGYA,Mar-13,442
DKI JAKARTA,Mar-13,818
GORONTALO,Mar-13,7
JAMBI,Mar-13,48
JAWA BARAT,Mar-13,"2,359"
JAWA TENGAH,Mar-13,"1,585"
JAWA TIMUR,Mar-13,"2,124"
KALIMANTAN BARAT,Mar-13,72
KALIMANTAN SELATA,Mar-13,134
KALIMANTAN TENGAH,Mar-13,91
KALIMANTAN TIMUR,Mar-13,428
KEPULAUAN RIAU,Mar-13,136
LAMPUNG,Mar-13,538
MALUKU,Mar-13,12
MALUKU UTARA,Mar-13,16
NUSA TENGGARA BARAT,Mar-13,172
NUSA TENGGARA TIMUR,Mar-13,121
PAPUA,Mar-13,0
PAPUA BARAT,Mar-13,9
RIAU,Mar-13,64
SULAWESI BARAT,Mar-13,92
SULAWESI SELATA,Mar-13,487
SULAWESI TENGAH,Mar-13,195
SULAWESI TENGGARA,Mar-13,147
SULAWESI UTARA,Mar-13,153
SUMATERA BARAT,Mar-13,184
SUMATERA SELATA,Mar-13,165
SUMATERA UTARA,Mar-13,301
,,
ACEH,Feb-13,161
BABEL,Feb-13,129
BALI,Feb-13,569
BANTEN,Feb-13,455
BENGKULU,Feb-13,89
D.I YOGYA,Feb-13,401
DKI JAKARTA,Feb-13,764
GORONTALO,Feb-13,43
JAMBI,Feb-13,66
JAWA BARAT,Feb-13,"2,330"
JAWA TENGAH,Feb-13,"1,921"
JAWA TIMUR,Feb-13,"2,550"
KALIMANTAN BARAT,Feb-13,117
KALIMANTAN SELATA,Feb-13,247
KALIMANTAN TENGAH,Feb-13,123
KALIMANTAN TIMUR,Feb-13,429
KEPULAUAN RIAU,Feb-13,188
LAMPUNG,Feb-13,933
MALUKU,Feb-13,3
MALUKU UTARA,Feb-13,62
NUSA TENGGARA BARAT,Feb-13,267
NUSA TENGGARA TIMUR,Feb-13,170
PAPUA,Feb-13,0
PAPUA BARAT,Feb-13,12
RIAU,Feb-13,78
SULAWESI BARAT,Feb-13,105
SULAWESI SELATA,Feb-13,498
SULAWESI TENGAH,Feb-13,204
SULAWESI TENGGARA,Feb-13,199
SULAWESI UTARA,Feb-13,276
SUMATERA BARAT,Feb-13,171
SUMATERA SELATA,Feb-13,251
SUMATERA UTARA,Feb-13,259
,,
ACEH,Jan-13,173
BABEL,Jan-13,135
BALI,Jan-13,311
BANTEN,Jan-13,416
BENGKULU,Jan-13,74
D.I YOGYA,Jan-13,463
DKI JAKARTA,Jan-13,695
GORONTALO,Jan-13,87
JAMBI,Jan-13,93
JAWA BARAT,Jan-13,"2,684"
JAWA TENGAH,Jan-13,"2,870"
JAWA TIMUR,Jan-13,"3,264"
KALIMANTAN BARAT,Jan-13,130
KALIMANTAN SELATA,Jan-13,465
KALIMANTAN TENGAH,Jan-13,328
KALIMANTAN TIMUR,Jan-13,439
KEPULAUAN RIAU,Jan-13,226
LAMPUNG,Jan-13,"1,437"
MALUKU,Jan-13,1
MALUKU UTARA,Jan-13,12
NUSA TENGGARA BARAT,Jan-13,205
NUSA TENGGARA TIMUR,Jan-13,126
PAPUA,Jan-13,152
PAPUA BARAT,Jan-13,6
RIAU,Jan-13,115
SULAWESI BARAT,Jan-13,97
SULAWESI SELATA,Jan-13,590
SULAWESI TENGAH,Jan-13,193
SULAWESI TENGGARA,Jan-13,147
SULAWESI UTARA,Jan-13,258
SUMATERA BARAT,Jan-13,303
SUMATERA SELATA,Jan-13,362
SUMATERA UTARA,Jan-13,373
,,
ACEH,Dec-12,190
BABEL,Dec-12,134
BALI,Dec-12,134
BANTEN,Dec-12,246
BENGKULU,Dec-12,85
D.I YOGYA,Dec-12,201
DKI JAKARTA,Dec-12,239
GORONTALO,Dec-12,40
JAMBI,Dec-12,109
JAWA BARAT,Dec-12,"1,242"
JAWA TENGAH,Dec-12,"1,304"
JAWA TIMUR,Dec-12,"1,190"
KALIMANTAN BARAT,Dec-12,146
KALIMANTAN SELATA,Dec-12,397
KALIMANTAN TENGAH,Dec-12,265
KALIMANTAN TIMUR,Dec-12,406
KEPULAUAN RIAU,Dec-12,84
LAMPUNG,Dec-12,428
MALUKU,Dec-12,0
MALUKU UTARA,Dec-12,7
NUSA TENGGARA BARAT,Dec-12,28
NUSA TENGGARA TIMUR,Dec-12,7
PAPUA,Dec-12,108
PAPUA BARAT,Dec-12,0
RIAU,Dec-12,99
SULAWESI BARAT,Dec-12,97
SULAWESI SELATA,Dec-12,213
SULAWESI TENGAH,Dec-12,131
SULAWESI TENGGARA,Dec-12,33
SULAWESI UTARA,Dec-12,91
SUMATERA BARAT,Dec-12,178
SUMATERA SELATA,Dec-12,254
SUMATERA UTARA,Dec-12,398
,,
ACEH,Nov-12,295
BABEL,Nov-12,85
BALI,Nov-12,100
BANTEN,Nov-12,164
BENGKULU,Nov-12,38
D.I YOGYA,Nov-12,87
DKI JAKARTA,Nov-12,163
GORONTALO,Nov-12,24
JAMBI,Nov-12,124
JAWA BARAT,Nov-12,938
JAWA TENGAH,Nov-12,807
JAWA TIMUR,Nov-12,841
KALIMANTAN BARAT,Nov-12,411
KALIMANTAN SELATA,Nov-12,152
KALIMANTAN TENGAH,Nov-12,148
KALIMANTAN TIMUR,Nov-12,252
KEPULAUAN RIAU,Nov-12,125
LAMPUNG,Nov-12,165
MALUKU,Nov-12,0
MALUKU UTARA,Nov-12,6
NUSA TENGGARA BARAT,Nov-12,26
NUSA TENGGARA TIMUR,Nov-12,1
PAPUA,Nov-12,154
PAPUA BARAT,Nov-12,8
RIAU,Nov-12,140
SULAWESI BARAT,Nov-12,30
SULAWESI SELATA,Nov-12,231
SULAWESI TENGAH,Nov-12,124
SULAWESI TENGGARA,Nov-12,10
SULAWESI UTARA,Nov-12,133
SUMATERA BARAT,Nov-12,247
SUMATERA SELATA,Nov-12,258
SUMATERA UTARA,Nov-12,463
,,
ACEH,Oct-12,248
BABEL,Oct-12,59
BALI,Oct-12,96
BANTEN,Oct-12,135
BENGKULU,Oct-12,49
D.I YOGYA,Oct-12,78
DKI JAKARTA,Oct-12,159
GORONTALO,Oct-12,52
JAMBI,Oct-12,72
JAWA BARAT,Oct-12,930
JAWA TENGAH,Oct-12,623
JAWA TIMUR,Oct-12,642
KALIMANTAN BARAT,Oct-12,248
KALIMANTAN SELATA,Oct-12,63
KALIMANTAN TENGAH,Oct-12,80
KALIMANTAN TIMUR,Oct-12,279
KEPULAUAN RIAU,Oct-12,86
LAMPUNG,Oct-12,79
MALUKU,Oct-12,0
MALUKU UTARA,Oct-12,5
NUSA TENGGARA BARAT,Oct-12,27
NUSA TENGGARA TIMUR,Oct-12,0
PAPUA,Oct-12,47
PAPUA BARAT,Oct-12,0
RIAU,Oct-12,123
SULAWESI BARAT,Oct-12,45
SULAWESI SELATA,Oct-12,111
SULAWESI TENGAH,Oct-12,136
SULAWESI TENGGARA,Oct-12,10
SULAWESI UTARA,Oct-12,129
SUMATERA BARAT,Oct-12,281
SUMATERA SELATA,Oct-12,126
SUMATERA UTARA,Oct-12,489
,,
ACEH,Sep-12,171
BABEL,Sep-12,66
BALI,Sep-12,83
BANTEN,Sep-12,121
BENGKULU,Sep-12,62
D.I YOGYA,Sep-12,37
DKI JAKARTA,Sep-12,190
GORONTALO,Sep-12,23
JAMBI,Sep-12,33
JAWA BARAT,Sep-12,952
JAWA TENGAH,Sep-12,417
JAWA TIMUR,Sep-12,369
KALIMANTAN BARAT,Sep-12,117
KALIMANTAN SELATA,Sep-12,57
KALIMANTAN TENGAH,Sep-12,41
KALIMANTAN TIMUR,Sep-12,229
KEPULAUAN RIAU,Sep-12,73
LAMPUNG,Sep-12,77
MALUKU,Sep-12,0
MALUKU UTARA,Sep-12,0
NUSA TENGGARA BARAT,Sep-12,8
NUSA TENGGARA TIMUR,Sep-12,0
PAPUA,Sep-12,15
PAPUA BARAT,Sep-12,0
RIAU,Sep-12,69
SULAWESI BARAT,Sep-12,79
SULAWESI SELATA,Sep-12,113
SULAWESI TENGAH,Sep-12,109
SULAWESI TENGGARA,Sep-12,9
SULAWESI UTARA,Sep-12,125
SUMATERA BARAT,Sep-12,185
SUMATERA SELATA,Sep-12,68
SUMATERA UTARA,Sep-12,443
,,
ACEH,Aug-12,68
BABEL,Aug-12,82
BALI,Aug-12,111
BANTEN,Aug-12,202
BENGKULU,Aug-12,64
D.I YOGYA,Aug-12,45
DKI JAKARTA,Aug-12,313
GORONTALO,Aug-12,5
JAMBI,Aug-12,12
JAWA BARAT,Aug-12,"1,301"
JAWA TENGAH,Aug-12,362
JAWA TIMUR,Aug-12,341
KALIMANTAN BARAT,Aug-12,113
KALIMANTAN SELATA,Aug-12,33
KALIMANTAN TENGAH,Aug-12,46
KALIMANTAN TIMUR,Aug-12,169
KEPULAUAN RIAU,Aug-12,33
LAMPUNG,Aug-12,90
MALUKU,Aug-12,0
MALUKU UTARA,Aug-12,7
NUSA TENGGARA BARAT,Aug-12,25
NUSA TENGGARA TIMUR,Aug-12,0
PAPUA,Aug-12,19
PAPUA BARAT,Aug-12,0
RIAU,Aug-12,40
SULAWESI BARAT,Aug-12,15
SULAWESI SELATA,Aug-12,88
SULAWESI TENGAH,Aug-12,91
SULAWESI TENGGARA,Aug-12,10
SULAWESI UTARA,Aug-12,110
SUMATERA BARAT,Aug-12,207
SUMATERA SELATA,Aug-12,116
SUMATERA UTARA,Aug-12,342
,,
ACEH,Jul-12,111
BABEL,Jul-12,86
BALI,Jul-12,176
BANTEN,Jul-12,358
BENGKULU,Jul-12,48
D.I YOGYA,Jul-12,75
DKI JAKARTA,Jul-12,524
GORONTALO,Jul-12,15
JAMBI,Jul-12,27
JAWA BARAT,Jul-12,"1,812"
JAWA TENGAH,Jul-12,439
JAWA TIMUR,Jul-12,437
KALIMANTAN BARAT,Jul-12,93
KALIMANTAN SELATA,Jul-12,35
KALIMANTAN TENGAH,Jul-12,34
KALIMANTAN TIMUR,Jul-12,229
KEPULAUAN RIAU,Jul-12,57
LAMPUNG,Jul-12,243
MALUKU,Jul-12,0
MALUKU UTARA,Jul-12,2
NUSA TENGGARA BARAT,Jul-12,42
NUSA TENGGARA TIMUR,Jul-12,2
PAPUA,Jul-12,51
PAPUA BARAT,Jul-12,0
RIAU,Jul-12,45
SULAWESI BARAT,Jul-12,38
SULAWESI SELATA,Jul-12,94
SULAWESI TENGAH,Jul-12,132
SULAWESI TENGGARA,Jul-12,14
SULAWESI UTARA,Jul-12,66
SUMATERA BARAT,Jul-12,220
SUMATERA SELATA,Jul-12,136
SUMATERA UTARA,Jul-12,368
,,
ACEH,Jun-12,159
BABEL,Jun-12,94
BALI,Jun-12,294
BANTEN,Jun-12,408
BENGKULU,Jun-12,68
D.I YOGYA,Jun-12,88
DKI JAKARTA,Jun-12,709
GORONTALO,Jun-12,14
JAMBI,Jun-12,38
JAWA BARAT,Jun-12,"1,986"
JAWA TENGAH,Jun-12,411
JAWA TIMUR,Jun-12,499
KALIMANTAN BARAT,Jun-12,54
KALIMANTAN SELATA,Jun-12,39
KALIMANTAN TENGAH,Jun-12,72
KALIMANTAN TIMUR,Jun-12,236
KEPULAUAN RIAU,Jun-12,46
LAMPUNG,Jun-12,194
MALUKU,Jun-12,7
MALUKU UTARA,Jun-12,6
NUSA TENGGARA BARAT,Jun-12,91
NUSA TENGGARA TIMUR,Jun-12,1
PAPUA,Jun-12,14
PAPUA BARAT,Jun-12,0
RIAU,Jun-12,42
SULAWESI BARAT,Jun-12,62
SULAWESI SELATA,Jun-12,176
SULAWESI TENGAH,Jun-12,128
SULAWESI TENGGARA,Jun-12,18
SULAWESI UTARA,Jun-12,109
SUMATERA BARAT,Jun-12,291
SUMATERA SELATA,Jun-12,170
SUMATERA UTARA,Jun-12,363
,,
ACEH,May-12,175
BABEL,May-12,87
BALI,May-12,389
BANTEN,May-12,380
BENGKULU,May-12,74
D.I YOGYA,May-12,89
DKI JAKARTA,May-12,886
GORONTALO,May-12,8
JAMBI,May-12,46
JAWA BARAT,May-12,"2,033"
JAWA TENGAH,May-12,551
JAWA TIMUR,May-12,745
KALIMANTAN BARAT,May-12,79
KALIMANTAN SELATA,May-12,46
KALIMANTAN TENGAH,May-12,69
KALIMANTAN TIMUR,May-12,264
KEPULAUAN RIAU,May-12,139
LAMPUNG,May-12,300
MALUKU,May-12,9
MALUKU UTARA,May-12,2
NUSA TENGGARA BARAT,May-12,185
NUSA TENGGARA TIMUR,May-12,15
PAPUA,May-12,5
PAPUA BARAT,May-12,6
RIAU,May-12,67
SULAWESI BARAT,May-12,19
SULAWESI SELATA,May-12,176
SULAWESI TENGAH,May-12,182
SULAWESI TENGGARA,May-12,46
SULAWESI UTARA,May-12,102
SUMATERA BARAT,May-12,300
SUMATERA SELATA,May-12,193
SUMATERA UTARA,May-12,332
,,
ACEH,Apr-12,141
BABEL,Apr-12,65
BALI,Apr-12,383
BANTEN,Apr-12,321
BENGKULU,Apr-12,101
D.I YOGYA,Apr-12,82
DKI JAKARTA,Apr-12,882
GORONTALO,Apr-12,9
JAMBI,Apr-12,74
JAWA BARAT,Apr-12,"2,017"
JAWA TENGAH,Apr-12,532
JAWA TIMUR,Apr-12,646
KALIMANTAN BARAT,Apr-12,66
KALIMANTAN SELATA,Apr-12,87
KALIMANTAN TENGAH,Apr-12,107
KALIMANTAN TIMUR,Apr-12,306
KEPULAUAN RIAU,Apr-12,97
LAMPUNG,Apr-12,391
MALUKU,Apr-12,5
MALUKU UTARA,Apr-12,5
NUSA TENGGARA BARAT,Apr-12,132
NUSA TENGGARA TIMUR,Apr-12,23
PAPUA,Apr-12,7
PAPUA BARAT,Apr-12,3
RIAU,Apr-12,80
SULAWESI BARAT,Apr-12,6
SULAWESI SELATA,Apr-12,267
SULAWESI TENGAH,Apr-12,207
SULAWESI TENGGARA,Apr-12,38
SULAWESI UTARA,Apr-12,90
SUMATERA BARAT,Apr-12,296
SUMATERA SELATA,Apr-12,220
SUMATERA UTARA,Apr-12,297
,,
ACEH,Mar-12,138
BABEL,Mar-12,102
BALI,Mar-12,327
BANTEN,Mar-12,338
BENGKULU,Mar-12,106
D.I YOGYA,Mar-12,67
DKI JAKARTA,Mar-12,"1,004"
GORONTALO,Mar-12,8
JAMBI,Mar-12,69
JAWA BARAT,Mar-12,"2,207"
