Region,Date,Cases
KALIMANTAN TENGAH,Dec-2018,336
KALIMANTAN TIMUR,Dec-2018,0
KALIMANTAN UTARA,Dec-2018,12
KEPULAUAN RIAU,Dec-2018,104
LAMPUNG,Dec-2018,344
MALUKU,Dec-2018,60
MALUKU UTARA,Dec-2018,0
NUSA TENGGARA BARAT,Dec-2018,64
NUSA TENGGARA TIMUR,Dec-2018,344
PAPUA,Dec-2018,15
PAPUA BARAT,Dec-2018,8
RIAU,Dec-2018,97
SULAWESI BARAT,Dec-2018,74
SULAWESI SELATA,Dec-2018,291
SULAWESI TENGAH,Dec-2018,97
SULAWESI TENGGARA,Dec-2018,40
SULAWESI UTARA,Dec-2018,82
SUMATERA BARAT,Dec-2018,189
SUMATERA SELATA,Dec-2018,421
SUMATERA UTARA,Dec-2018,611
,,
ACEH,Nov-2018,211
BABEL,Nov-2018,80
BALI,Nov-2018,71
BANTEN,Nov-2018,60
BENGKULU,Nov-2018,158
D.I YOGYA,Nov-2018,52
DKI JAKARTA,Nov-2018,136
GORONTALO,Nov-2018,30
JAMBI,Nov-2018,92
JAWA BARAT,Nov-2018,613
JAWA TENGAH,Nov-2018,305
JAWA TIMUR,Nov-2018,789
KALIMANTAN BARAT,Nov-2018,484
KALIMANTAN SELATA,Nov-2018,398
KALIMANTAN TENGAH,Nov-2018,548
KALIMANTAN TIMUR,Nov-2018,213
KALIMANTAN UTARA,Nov-2018,7
KEPULAUAN RIAU,Nov-2018,167
LAMPUNG,Nov-2018,222
MALUKU,Nov-2018,14
MALUKU UTARA,Nov-2018,0
NUSA TENGGARA BARAT,Nov-2018,25
NUSA TENGGARA TIMUR,Nov-2018,212
PAPUA,Nov-2018,0
PAPUA BARAT,Nov-2018,20
RIAU,Nov-2018,116
SULAWESI BARAT,Nov-2018,109
SULAWESI SELATA,Nov-2018,184
SULAWESI TENGAH,Nov-2018,86
SULAWESI TENGGARA,Nov-2018,35
SULAWESI UTARA,Nov-2018,156
SUMATERA BARAT,Nov-2018,193
SUMATERA SELATA,Nov-2018,264
SUMATERA UTARA,Nov-2018,823
,,
ACEH,Oct-2018,184
BABEL,Oct-2018,38
BALI,Oct-2018,72
BANTEN,Oct-2018,77
BENGKULU,Oct-2018,145
D.I YOGYA,Oct-2018,54
DKI JAKARTA,Oct-2018,110
GORONTALO,Oct-2018,27
JAMBI,Oct-2018,74
JAWA BARAT,Oct-2018,473
JAWA TENGAH,Oct-2018,317
JAWA TIMUR,Oct-2018,723
KALIMANTAN BARAT,Oct-2018,301
KALIMANTAN SELATA,Oct-2018,220
KALIMANTAN TENGAH,Oct-2018,296
KALIMANTAN TIMUR,Oct-2018,296
KALIMANTAN UTARA,Oct-2018,12
KEPULAUAN RIAU,Oct-2018,136
LAMPUNG,Oct-2018,162
MALUKU,Oct-2018,2
MALUKU UTARA,Oct-2018,10
NUSA TENGGARA BARAT,Oct-2018,24
NUSA TENGGARA TIMUR,Oct-2018,97
PAPUA,Oct-2018,3
PAPUA BARAT,Oct-2018,6
RIAU,Oct-2018,108
SULAWESI BARAT,Oct-2018,70
SULAWESI SELATA,Oct-2018,107
SULAWESI TENGAH,Oct-2018,92
SULAWESI TENGGARA,Oct-2018,14
SULAWESI UTARA,Oct-2018,199
SUMATERA BARAT,Oct-2018,178
SUMATERA SELATA,Oct-2018,170
SUMATERA UTARA,Oct-2018,711
,,
ACEH,Sep-2018,160
BABEL,Sep-2018,76
BALI,Sep-2018,76
BANTEN,Sep-2018,72
BENGKULU,Sep-2018,139
D.I YOGYA,Sep-2018,29
DKI JAKARTA,Sep-2018,113
GORONTALO,Sep-2018,41
JAMBI,Sep-2018,81
JAWA BARAT,Sep-2018,504
JAWA TENGAH,Sep-2018,160
JAWA TIMUR,Sep-2018,533
KALIMANTAN BARAT,Sep-2018,181
KALIMANTAN SELATA,Sep-2018,104
KALIMANTAN TENGAH,Sep-2018,150
KALIMANTAN TIMUR,Sep-2018,283
KALIMANTAN UTARA,Sep-2018,18
KEPULAUAN RIAU,Sep-2018,129
LAMPUNG,Sep-2018,149
MALUKU,Sep-2018,15
MALUKU UTARA,Sep-2018,19
NUSA TENGGARA BARAT,Sep-2018,13
NUSA TENGGARA TIMUR,Sep-2018,24
PAPUA,Sep-2018,10
PAPUA BARAT,Sep-2018,9
RIAU,Sep-2018,81
SULAWESI BARAT,Sep-2018,42
SULAWESI SELATA,Sep-2018,124
SULAWESI TENGAH,Sep-2018,80
SULAWESI TENGGARA,Sep-2018,36
SULAWESI UTARA,Sep-2018,155
SUMATERA BARAT,Sep-2018,198
SUMATERA SELATA,Sep-2018,133
SUMATERA UTARA,Sep-2018,550
,,
ACEH,Aug-2018,129
BABEL,Aug-2018,49
BALI,Aug-2018,44
BANTEN,Aug-2018,95
BENGKULU,Aug-2018,167
D.I YOGYA,Aug-2018,26
DKI JAKARTA,Aug-2018,177
GORONTALO,Aug-2018,64
JAMBI,Aug-2018,81
JAWA BARAT,Aug-2018,620
JAWA TENGAH,Aug-2018,162
JAWA TIMUR,Aug-2018,533
KALIMANTAN BARAT,Aug-2018,105
KALIMANTAN SELATA,Aug-2018,87
KALIMANTAN TENGAH,Aug-2018,124
KALIMANTAN TIMUR,Aug-2018,300
KALIMANTAN UTARA,Aug-2018,10
KEPULAUAN RIAU,Aug-2018,144
LAMPUNG,Aug-2018,230
MALUKU,Aug-2018,8
MALUKU UTARA,Aug-2018,31
NUSA TENGGARA BARAT,Aug-2018,5
NUSA TENGGARA TIMUR,Aug-2018,15
PAPUA,Aug-2018,8
PAPUA BARAT,Aug-2018,16
RIAU,Aug-2018,96
SULAWESI BARAT,Aug-2018,50
SULAWESI SELATA,Aug-2018,189
SULAWESI TENGAH,Aug-2018,84
SULAWESI TENGGARA,Aug-2018,59
SULAWESI UTARA,Aug-2018,144
SUMATERA BARAT,Aug-2018,196
SUMATERA SELATA,Aug-2018,147
SUMATERA UTARA,Aug-2018,600
,,
ACEH,Jul-2018,116
BABEL,Jul-2018,65
BALI,Jul-2018,45
BANTEN,Jul-2018,159
BENGKULU,Jul-2018,175
D.I YOGYA,Jul-2018,38
DKI JAKARTA,Jul-2018,246
GORONTALO,Jul-2018,71
JAMBI,Jul-2018,26
JAWA BARAT,Jul-2018,836
JAWA TENGAH,Jul-2018,300
JAWA TIMUR,Jul-2018,534
KALIMANTAN BARAT,Jul-2018,137
KALIMANTAN SELATA,Jul-2018,100
KALIMANTAN TENGAH,Jul-2018,142
KALIMANTAN TIMUR,Jul-2018,355
KALIMANTAN UTARA,Jul-2018,7
KEPULAUAN RIAU,Jul-2018,115
LAMPUNG,Jul-2018,325
MALUKU,Jul-2018,12
MALUKU UTARA,Jul-2018,16
NUSA TENGGARA BARAT,Jul-2018,16
NUSA TENGGARA TIMUR,Jul-2018,7
PAPUA,Jul-2018,24
PAPUA BARAT,Jul-2018,31
RIAU,Jul-2018,51
SULAWESI BARAT,Jul-2018,39
SULAWESI SELATA,Jul-2018,207
SULAWESI TENGAH,Jul-2018,74
SULAWESI TENGGARA,Jul-2018,53
SULAWESI UTARA,Jul-2018,133
SUMATERA BARAT,Jul-2018,149
SUMATERA SELATA,Jul-2018,199
SUMATERA UTARA,Jul-2018,500
,,
ACEH,Jun-2018,83
BABEL,Jun-2018,44
BALI,Jun-2018,46
BANTEN,Jun-2018,90
BENGKULU,Jun-2018,126
D.I YOGYA,Jun-2018,34
DKI JAKARTA,Jun-2018,306
GORONTALO,Jun-2018,89
JAMBI,Jun-2018,35
JAWA BARAT,Jun-2018,894
JAWA TENGAH,Jun-2018,218
JAWA TIMUR,Jun-2018,595
KALIMANTAN BARAT,Jun-2018,134
KALIMANTAN SELATA,Jun-2018,55
KALIMANTAN TENGAH,Jun-2018,132
KALIMANTAN TIMUR,Jun-2018,322
KALIMANTAN UTARA,Jun-2018,12
KEPULAUAN RIAU,Jun-2018,62
LAMPUNG,Jun-2018,223
MALUKU,Jun-2018,13
MALUKU UTARA,Jun-2018,14
NUSA TENGGARA BARAT,Jun-2018,31
NUSA TENGGARA TIMUR,Jun-2018,7
PAPUA,Jun-2018,9
PAPUA BARAT,Jun-2018,14
RIAU,Jun-2018,30
SULAWESI BARAT,Jun-2018,36
SULAWESI SELATA,Jun-2018,161
SULAWESI TENGAH,Jun-2018,86
SULAWESI TENGGARA,Jun-2018,24
SULAWESI UTARA,Jun-2018,123
SUMATERA BARAT,Jun-2018,154
SUMATERA SELATA,Jun-2018,162
SUMATERA UTARA,Jun-2018,321
,,
ACEH,May-2018,103
BABEL,May-2018,54
BALI,May-2018,39
BANTEN,May-2018,94
BENGKULU,May-2018,97
D.I YOGYA,May-2018,52
DKI JAKARTA,May-2018,496
GORONTALO,May-2018,95
JAMBI,May-2018,46
JAWA BARAT,May-2018,"1,007"
JAWA TENGAH,May-2018,200
JAWA TIMUR,May-2018,755
KALIMANTAN BARAT,May-2018,261
KALIMANTAN SELATA,May-2018,53
KALIMANTAN TENGAH,May-2018,122
KALIMANTAN TIMUR,May-2018,413
KALIMANTAN UTARA,May-2018,24
KEPULAUAN RIAU,May-2018,69
LAMPUNG,May-2018,264
MALUKU,May-2018,14
MALUKU UTARA,May-2018,6
NUSA TENGGARA BARAT,May-2018,26
NUSA TENGGARA TIMUR,May-2018,38
PAPUA,May-2018,9
PAPUA BARAT,May-2018,29
RIAU,May-2018,67
SULAWESI BARAT,May-2018,43
SULAWESI SELATA,May-2018,164
SULAWESI TENGAH,May-2018,89
SULAWESI TENGGARA,May-2018,44
SULAWESI UTARA,May-2018,117
SUMATERA BARAT,May-2018,174
SUMATERA SELATA,May-2018,172
SUMATERA UTARA,May-2018,318
,,
ACEH,Apr-2018,87
BABEL,Apr-2018,52
BALI,Apr-2018,83
BANTEN,Apr-2018,94
BENGKULU,Apr-2018,97
D.I YOGYA,Apr-2018,51
DKI JAKARTA,Apr-2018,417
GORONTALO,Apr-2018,74
JAMBI,Apr-2018,36
JAWA BARAT,Apr-2018,964
JAWA TENGAH,Apr-2018,271
JAWA TIMUR,Apr-2018,754
KALIMANTAN BARAT,Apr-2018,324
KALIMANTAN SELATA,Apr-2018,63
KALIMANTAN TENGAH,Apr-2018,118
KALIMANTAN TIMUR,Apr-2018,277
KALIMANTAN UTARA,Apr-2018,14
KEPULAUAN RIAU,Apr-2018,52
LAMPUNG,Apr-2018,250
MALUKU,Apr-2018,42
MALUKU UTARA,Apr-2018,8
NUSA TENGGARA BARAT,Apr-2018,65
NUSA TENGGARA TIMUR,Apr-2018,82
PAPUA,Apr-2018,27
PAPUA BARAT,Apr-2018,25
RIAU,Apr-2018,50
SULAWESI BARAT,Apr-2018,12
SULAWESI SELATA,Apr-2018,107
SULAWESI TENGAH,Apr-2018,86
SULAWESI TENGGARA,Apr-2018,70
SULAWESI UTARA,Apr-2018,142
SUMATERA BARAT,Apr-2018,180
SUMATERA SELATA,Apr-2018,186
SUMATERA UTARA,Apr-2018,260
,,
ACEH,Mar-2018,90
BABEL,Mar-2018,44
BALI,Mar-2018,92
BANTEN,Mar-2018,95
BENGKULU,Mar-2018,74
D.I YOGYA,Mar-2018,38
DKI JAKARTA,Mar-2018,286
GORONTALO,Mar-2018,67
JAMBI,Mar-2018,57
JAWA BARAT,Mar-2018,803
JAWA TENGAH,Mar-2018,253
JAWA TIMUR,Mar-2018,768
KALIMANTAN BARAT,Mar-2018,281
KALIMANTAN SELATA,Mar-2018,63
KALIMANTAN TENGAH,Mar-2018,111
KALIMANTAN TIMUR,Mar-2018,303
KALIMANTAN UTARA,Mar-2018,14
KEPULAUAN RIAU,Mar-2018,45
LAMPUNG,Mar-2018,222
MALUKU,Mar-2018,55
MALUKU UTARA,Mar-2018,3
NUSA TENGGARA BARAT,Mar-2018,83
NUSA TENGGARA TIMUR,Mar-2018,105
PAPUA,Mar-2018,9
PAPUA BARAT,Mar-2018,20
RIAU,Mar-2018,71
SULAWESI BARAT,Mar-2018,19
SULAWESI SELATA,Mar-2018,163
SULAWESI TENGAH,Mar-2018,120
SULAWESI TENGGARA,Mar-2018,115
SULAWESI UTARA,Mar-2018,114
SUMATERA BARAT,Mar-2018,196
SUMATERA SELATA,Mar-2018,152
SUMATERA UTARA,Mar-2018,281
,,
ACEH,Feb-2018,82
BABEL,Feb-2018,92
BALI,Feb-2018,113
BANTEN,Feb-2018,70
BENGKULU,Feb-2018,71
D.I YOGYA,Feb-2018,59
DKI JAKARTA,Feb-2018,198
GORONTALO,Feb-2018,108
JAMBI,Feb-2018,49
JAWA BARAT,Feb-2018,629
JAWA TENGAH,Feb-2018,246
JAWA TIMUR,Feb-2018,823
KALIMANTAN BARAT,Feb-2018,241
KALIMANTAN SELATA,Feb-2018,60
KALIMANTAN TENGAH,Feb-2018,81
KALIMANTAN TIMUR,Feb-2018,214
KALIMANTAN UTARA,Feb-2018,13
KEPULAUAN RIAU,Feb-2018,84
LAMPUNG,Feb-2018,255
MALUKU,Feb-2018,28
MALUKU UTARA,Feb-2018,1
NUSA TENGGARA BARAT,Feb-2018,90
NUSA TENGGARA TIMUR,Feb-2018,173
PAPUA,Feb-2018,16
PAPUA BARAT,Feb-2018,27
RIAU,Feb-2018,54
SULAWESI BARAT,Feb-2018,21
SULAWESI SELATA,Feb-2018,213
SULAWESI TENGAH,Feb-2018,81
SULAWESI TENGGARA,Feb-2018,52
SULAWESI UTARA,Feb-2018,125
SUMATERA BARAT,Feb-2018,188
SUMATERA SELATA,Feb-2018,198
SUMATERA UTARA,Feb-2018,306
,,
ACEH,Jan-2018,132
BABEL,Jan-2018,78
BALI,Jan-2018,145
BANTEN,Jan-2018,62
BENGKULU,Jan-2018,57
D.I YOGYA,Jan-2018,73
DKI JAKARTA,Jan-2018,200
GORONTALO,Jan-2018,74
JAMBI,Jan-2018,95
JAWA BARAT,Jan-2018,986
JAWA TENGAH,Jan-2018,322
JAWA TIMUR,Jan-2018,"1,114"
KALIMANTAN BARAT,Jan-2018,261
KALIMANTAN SELATA,Jan-2018,91
KALIMANTAN TENGAH,Jan-2018,85
KALIMANTAN TIMUR,Jan-2018,228
KALIMANTAN UTARA,Jan-2018,29
KEPULAUAN RIAU,Jan-2018,97
LAMPUNG,Jan-2018,226
MALUKU,Jan-2018,54
MALUKU UTARA,Jan-2018,2
NUSA TENGGARA BARAT,Jan-2018,93
NUSA TENGGARA TIMUR,Jan-2018,229
PAPUA,Jan-2018,52
PAPUA BARAT,Jan-2018,23
RIAU,Jan-2018,97
SULAWESI BARAT,Jan-2018,17
SULAWESI SELATA,Jan-2018,204
SULAWESI TENGAH,Jan-2018,92
SULAWESI TENGGARA,Jan-2018,82
SULAWESI UTARA,Jan-2018,118
SUMATERA BARAT,Jan-2018,208
SUMATERA SELATA,Jan-2018,200
SUMATERA UTARA,Jan-2018,342
,,
ACEH,Dec-2017,148
BABEL,Dec-2017,27
BALI,Dec-2017,100
BANTEN,Dec-2017,67
BENGKULU,Dec-2017,50
D.I YOGYA,Dec-2017,30
DKI JAKARTA,Dec-2017,166
GORONTALO,Dec-2017,37
JAMBI,Dec-2017,34
JAWA BARAT,Dec-2017,644
JAWA TENGAH,Dec-2017,519
JAWA TIMUR,Dec-2017,562
KALIMANTAN BARAT,Dec-2017,125
KALIMANTAN SELATA,Dec-2017,88
KALIMANTAN TENGAH,Dec-2017,105
KALIMANTAN TIMUR,Dec-2017,90
KALIMANTAN UTARA,Dec-2017,8
KEPULAUAN RIAU,Dec-2017,78
LAMPUNG,Dec-2017,208
MALUKU,Dec-2017,0
MALUKU UTARA,Dec-2017,5
NUSA TENGGARA BARAT,Dec-2017,41
NUSA TENGGARA TIMUR,Dec-2017,6
PAPUA,Dec-2017,0
PAPUA BARAT,Dec-2017,1
RIAU,Dec-2017,72
SULAWESI BARAT,Dec-2017,2
SULAWESI SELATA,Dec-2017,172
SULAWESI TENGAH,Dec-2017,60
SULAWESI TENGGARA,Dec-2017,34
SULAWESI UTARA,Dec-2017,23
SUMATERA BARAT,Dec-2017,175
SUMATERA SELATA,Dec-2017,136
SUMATERA UTARA,Dec-2017,300
,,
ACEH,Nov-2017,126
BABEL,Nov-2017,49
BALI,Nov-2017,131
BANTEN,Nov-2017,129
BENGKULU,Nov-2017,55
D.I YOGYA,Nov-2017,71
DKI JAKARTA,Nov-2017,193
GORONTALO,Nov-2017,40
JAMBI,Nov-2017,61
JAWA BARAT,Nov-2017,648
JAWA TENGAH,Nov-2017,424
JAWA TIMUR,Nov-2017,494
KALIMANTAN BARAT,Nov-2017,324
KALIMANTAN SELATA,Nov-2017,86
KALIMANTAN TENGAH,Nov-2017,88
KALIMANTAN TIMUR,Nov-2017,95
KALIMANTAN UTARA,Nov-2017,14
KEPULAUAN RIAU,Nov-2017,75
LAMPUNG,Nov-2017,244
MALUKU,Nov-2017,0
MALUKU UTARA,Nov-2017,2
NUSA TENGGARA BARAT,Nov-2017,61
NUSA TENGGARA TIMUR,Nov-2017,17
PAPUA,Nov-2017,0
PAPUA BARAT,Nov-2017,23
RIAU,Nov-2017,99
SULAWESI BARAT,Nov-2017,5
SULAWESI SELATA,Nov-2017,107
SULAWESI TENGAH,Nov-2017,45
SULAWESI TENGGARA,Nov-2017,33
SULAWESI UTARA,Nov-2017,27
SUMATERA BARAT,Nov-2017,182
SUMATERA SELATA,Nov-2017,168
SUMATERA UTARA,Nov-2017,322
,,
ACEH,Oct-2017,135
BABEL,Oct-2017,29
BALI,Oct-2017,142
BANTEN,Oct-2017,107
BENGKULU,Oct-2017,41
D.I YOGYA,Oct-2017,39
DKI JAKARTA,Oct-2017,203
GORONTALO,Oct-2017,43
JAMBI,Oct-2017,44
JAWA BARAT,Oct-2017,516
JAWA TENGAH,Oct-2017,417
JAWA TIMUR,Oct-2017,431
KALIMANTAN BARAT,Oct-2017,392
KALIMANTAN SELATA,Oct-2017,30
KALIMANTAN TENGAH,Oct-2017,70
KALIMANTAN TIMUR,Oct-2017,136
KALIMANTAN UTARA,Oct-2017,19
KEPULAUAN RIAU,Oct-2017,76
LAMPUNG,Oct-2017,117
MALUKU,Oct-2017,0
MALUKU UTARA,Oct-2017,0
NUSA TENGGARA BARAT,Oct-2017,34
NUSA TENGGARA TIMUR,Oct-2017,0
PAPUA,Oct-2017,1
PAPUA BARAT,Oct-2017,19
RIAU,Oct-2017,87
SULAWESI BARAT,Oct-2017,2
SULAWESI SELATA,Oct-2017,83
SULAWESI TENGAH,Oct-2017,84
SULAWESI TENGGARA,Oct-2017,23
SULAWESI UTARA,Oct-2017,29
SUMATERA BARAT,Oct-2017,212
SUMATERA SELATA,Oct-2017,144
SUMATERA UTARA,Oct-2017,422
,,
ACEH,Sep-2017,77
BABEL,Sep-2017,31
BALI,Sep-2017,122
BANTEN,Sep-2017,69
BENGKULU,Sep-2017,37
D.I YOGYA,Sep-2017,23
DKI JAKARTA,Sep-2017,84
GORONTALO,Sep-2017,30
JAMBI,Sep-2017,32
JAWA BARAT,Sep-2017,400
JAWA TENGAH,Sep-2017,363
JAWA TIMUR,Sep-2017,338
KALIMANTAN BARAT,Sep-2017,398
KALIMANTAN SELATA,Sep-2017,21
KALIMANTAN TENGAH,Sep-2017,63
KALIMANTAN TIMUR,Sep-2017,123
KALIMANTAN UTARA,Sep-2017,14
KEPULAUAN RIAU,Sep-2017,60
LAMPUNG,Sep-2017,102
MALUKU,Sep-2017,0
MALUKU UTARA,Sep-2017,3
NUSA TENGGARA BARAT,Sep-2017,20
NUSA TENGGARA TIMUR,Sep-2017,0
PAPUA,Sep-2017,3
PAPUA BARAT,Sep-2017,41
RIAU,Sep-2017,98
SULAWESI BARAT,Sep-2017,2
SULAWESI SELATA,Sep-2017,76
SULAWESI TENGAH,Sep-2017,96
SULAWESI TENGGARA,Sep-2017,58
SULAWESI UTARA,Sep-2017,42
SUMATERA BARAT,Sep-2017,151
SUMATERA SELATA,Sep-2017,110
SUMATERA UTARA,Sep-2017,427
,,
ACEH,Aug-2017,102
BABEL,Aug-2017,17
BALI,Aug-2017,183
BANTEN,Aug-2017,64
BENGKULU,Aug-2017,44
D.I YOGYA,Aug-2017,49
DKI JAKARTA,Aug-2017,131
GORONTALO,Aug-2017,26
JAMBI,Aug-2017,29
JAWA BARAT,Aug-2017,464
JAWA TENGAH,Aug-2017,464
JAWA TIMUR,Aug-2017,334
KALIMANTAN BARAT,Aug-2017,191
KALIMANTAN SELATA,Aug-2017,30
KALIMANTAN TENGAH,Aug-2017,56
KALIMANTAN TIMUR,Aug-2017,115
KALIMANTAN UTARA,Aug-2017,19
KEPULAUAN RIAU,Aug-2017,63
LAMPUNG,Aug-2017,141
MALUKU,Aug-2017,1
MALUKU UTARA,Aug-2017,3
NUSA TENGGARA BARAT,Aug-2017,23
NUSA TENGGARA TIMUR,Aug-2017,0
PAPUA,Aug-2017,4
PAPUA BARAT,Aug-2017,18
RIAU,Aug-2017,97
SULAWESI BARAT,Aug-2017,5
SULAWESI SELATA,Aug-2017,87
SULAWESI TENGAH,Aug-2017,85
SULAWESI TENGGARA,Aug-2017,89
SULAWESI UTARA,Aug-2017,34
SUMATERA BARAT,Aug-2017,140
SUMATERA SELATA,Aug-2017,103
SUMATERA UTARA,Aug-2017,407
,,
ACEH,Jul-2017,122
BABEL,Jul-2017,10
BALI,Jul-2017,195
BANTEN,Jul-2017,87
BENGKULU,Jul-2017,27
D.I YOGYA,Jul-2017,43
DKI JAKARTA,Jul-2017,160
GORONTALO,Jul-2017,20
JAMBI,Jul-2017,29
JAWA BARAT,Jul-2017,531
JAWA TENGAH,Jul-2017,482
JAWA TIMUR,Jul-2017,317
KALIMANTAN BARAT,Jul-2017,191
KALIMANTAN SELATA,Jul-2017,21
KALIMANTAN TENGAH,Jul-2017,40
KALIMANTAN TIMUR,Jul-2017,128
KALIMANTAN UTARA,Jul-2017,22
KEPULAUAN RIAU,Jul-2017,64
LAMPUNG,Jul-2017,175
MALUKU,Jul-2017,6
MALUKU UTARA,Jul-2017,4
NUSA TENGGARA BARAT,Jul-2017,33
NUSA TENGGARA TIMUR,Jul-2017,2
PAPUA,Jul-2017,99
PAPUA BARAT,Jul-2017,6
RIAU,Jul-2017,104
SULAWESI BARAT,Jul-2017,8
SULAWESI SELATA,Jul-2017,133
SULAWESI TENGAH,Jul-2017,57
SULAWESI TENGGARA,Jul-2017,36
SULAWESI UTARA,Jul-2017,35
SUMATERA BARAT,Jul-2017,177
SUMATERA SELATA,Jul-2017,76
SUMATERA UTARA,Jul-2017,396
,,
ACEH,Jun-2017,112
BABEL,Jun-2017,10
BALI,Jun-2017,333
BANTEN,Jun-2017,71
BENGKULU,Jun-2017,35
D.I YOGYA,Jun-2017,86
DKI JAKARTA,Jun-2017,187
GORONTALO,Jun-2017,16
JAMBI,Jun-2017,24
JAWA BARAT,Jun-2017,729
JAWA TENGAH,Jun-2017,481
JAWA TIMUR,Jun-2017,384
KALIMANTAN BARAT,Jun-2017,212
KALIMANTAN SELATA,Jun-2017,17
KALIMANTAN TENGAH,Jun-2017,33
KALIMANTAN TIMUR,Jun-2017,154
KALIMANTAN UTARA,Jun-2017,16
KEPULAUAN RIAU,Jun-2017,75
LAMPUNG,Jun-2017,132
MALUKU,Jun-2017,4
MALUKU UTARA,Jun-2017,5
NUSA TENGGARA BARAT,Jun-2017,53
NUSA TENGGARA TIMUR,Jun-2017,3
PAPUA,Jun-2017,10
PAPUA BARAT,Jun-2017,7
RIAU,Jun-2017,77
SULAWESI BARAT,Jun-2017,11
SULAWESI SELATA,Jun-2017,135
SULAWESI TENGAH,Jun-2017,36
SULAWESI TENGGARA,Jun-2017,65
SULAWESI UTARA,Jun-2017,33
SUMATERA BARAT,Jun-2017,158
SUMATERA SELATA,Jun-2017,59
SUMATERA UTARA,Jun-2017,427
,,
ACEH,May-2017,206
BABEL,May-2017,20
BALI,May-2017,499
BANTEN,May-2017,123
BENGKULU,May-2017,58
D.I YOGYA,May-2017,119
DKI JAKARTA,May-2017,373
GORONTALO,May-2017,27
JAMBI,May-2017,48
JAWA BARAT,May-2017,854
JAWA TENGAH,May-2017,504
JAWA TIMUR,May-2017,504
KALIMANTAN BARAT,May-2017,187
KALIMANTAN SELATA,May-2017,42
KALIMANTAN TENGAH,May-2017,76
KALIMANTAN TIMUR,May-2017,237
KALIMANTAN UTARA,May-2017,24
KEPULAUAN RIAU,May-2017,98
LAMPUNG,May-2017,178
MALUKU,May-2017,19
MALUKU UTARA,May-2017,1
NUSA TENGGARA BARAT,May-2017,88
NUSA TENGGARA TIMUR,May-2017,6
PAPUA,May-2017,25
PAPUA BARAT,May-2017,0
RIAU,May-2017,128
SULAWESI BARAT,May-2017,8
SULAWESI SELATA,May-2017,96
SULAWESI TENGAH,May-2017,39
SULAWESI TENGGARA,May-2017,81
SULAWESI UTARA,May-2017,25
SUMATERA BARAT,May-2017,189
SUMATERA SELATA,May-2017,116
SUMATERA UTARA,May-2017,429
,,
ACEH,Apr-2017,203
BABEL,Apr-2017,11
BALI,Apr-2017,485
BANTEN,Apr-2017,99
BENGKULU,Apr-2017,55
D.I YOGYA,Apr-2017,141
DKI JAKARTA,Apr-2017,367
GORONTALO,Apr-2017,58
JAMBI,Apr-2017,26
JAWA BARAT,Apr-2017,857
JAWA TENGAH,Apr-2017,662
JAWA TIMUR,Apr-2017,681
KALIMANTAN BARAT,Apr-2017,191
KALIMANTAN SELATA,Apr-2017,32
KALIMANTAN TENGAH,Apr-2017,55
KALIMANTAN TIMUR,Apr-2017,210
KALIMANTAN UTARA,Apr-2017,44
KEPULAUAN RIAU,Apr-2017,53
LAMPUNG,Apr-2017,192
MALUKU,Apr-2017,9
MALUKU UTARA,Apr-2017,4
NUSA TENGGARA BARAT,Apr-2017,103
NUSA TENGGARA TIMUR,Apr-2017,10
PAPUA,Apr-2017,13
PAPUA BARAT,Apr-2017,20
RIAU,Apr-2017,197
SULAWESI BARAT,Apr-2017,3
SULAWESI SELATA,Apr-2017,112
SULAWESI TENGAH,Apr-2017,77
SULAWESI TENGGARA,Apr-2017,85
SULAWESI UTARA,Apr-2017,58
SUMATERA BARAT,Apr-2017,234
SUMATERA SELATA,Apr-2017,118
SUMATERA UTARA,Apr-2017,423
,,
ACEH,Mar-2017,371
BABEL,Mar-2017,15
BALI,Mar-2017,766
BANTEN,Mar-2017,169
BENGKULU,Mar-2017,43
D.I YOGYA,Mar-2017,233
DKI JAKARTA,Mar-2017,464
GORONTALO,Mar-2017,69
JAMBI,Mar-2017,63
JAWA BARAT,Mar-2017,914
JAWA TENGAH,Mar-2017,773
JAWA TIMUR,Mar-2017,924
KALIMANTAN BARAT,Mar-2017,127
KALIMANTAN SELATA,Mar-2017,73
KALIMANTAN TENGAH,Mar-2017,129
KALIMANTAN TIMUR,Mar-2017,236
KALIMANTAN UTARA,Mar-2017,43
KEPULAUAN RIAU,Mar-2017,39
LAMPUNG,Mar-2017,500
MALUKU,Mar-2017,20
MALUKU UTARA,Mar-2017,6
NUSA TENGGARA BARAT,Mar-2017,265
NUSA TENGGARA TIMUR,Mar-2017,29
PAPUA,Mar-2017,18
PAPUA BARAT,Mar-2017,6
RIAU,Mar-2017,208
SULAWESI BARAT,Mar-2017,6
SULAWESI SELATA,Mar-2017,186
SULAWESI TENGAH,Mar-2017,83
SULAWESI TENGGARA,Mar-2017,138
SULAWESI UTARA,Mar-2017,71
SUMATERA BARAT,Mar-2017,280
SUMATERA SELATA,Mar-2017,120
SUMATERA UTARA,Mar-2017,483
,,
ACEH,Feb-2017,481
BABEL,Feb-2017,27
BALI,Feb-2017,734
BANTEN,Feb-2017,188
BENGKULU,Feb-2017,66
D.I YOGYA,Feb-2017,261
DKI JAKARTA,Feb-2017,357
GORONTALO,Feb-2017,86
JAMBI,Feb-2017,52
JAWA BARAT,Feb-2017,895
JAWA TENGAH,Feb-2017,907
